Filename,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
HVACStandAloneERV.cc,"""Zone Ventilator Sensible Cooling Rate""",OutputProcessor::Unit::W,standAloneERV.SensCoolingRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Sensible Cooling Energy""",OutputProcessor::Unit::J,standAloneERV.SensCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Latent Cooling Rate""",OutputProcessor::Unit::W,standAloneERV.LatCoolingRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Latent Cooling Energy""",OutputProcessor::Unit::J,standAloneERV.LatCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Total Cooling Rate""",OutputProcessor::Unit::W,standAloneERV.TotCoolingRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Total Cooling Energy""",OutputProcessor::Unit::J,standAloneERV.TotCoolingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Sensible Heating Rate""",OutputProcessor::Unit::W,standAloneERV.SensHeatingRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Sensible Heating Energy""",OutputProcessor::Unit::J,standAloneERV.SensHeatingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Latent Heating Rate""",OutputProcessor::Unit::W,standAloneERV.LatHeatingRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Latent Heating Energy""",OutputProcessor::Unit::J,standAloneERV.LatHeatingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Total Heating Rate""",OutputProcessor::Unit::W,standAloneERV.TotHeatingRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Total Heating Energy""",OutputProcessor::Unit::J,standAloneERV.TotHeatingEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Electricity Rate""",OutputProcessor::Unit::W,standAloneERV.ElecUseRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Electricity Energy""",OutputProcessor::Unit::J,standAloneERV.ElecUseEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,standAloneERV.Name
HVACStandAloneERV.cc,"""Zone Ventilator Supply Fan Availability Status""",OutputProcessor::Unit::None,standAloneERV.AvailStatus,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,standAloneERV.Name
CurveManager.cc,"format(""Performance Curve Input Variable {} Value"", numStr)",OutputProcessor::Unit::None,thisCurve->inputs[dim - 1],OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,thisCurve->Name
CurveManager.cc,"""Performance Curve Output Value""",OutputProcessor::Unit::None,thisCurve->output,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,thisCurve->Name
CurveManager.cc,"""Performance Curve Input Variable 1 Value""",OutputProcessor::Unit::None,thisPressCurve.CurveInput1,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,thisPressCurve.Name
CurveManager.cc,"""Performance Curve Input Variable 2 Value""",OutputProcessor::Unit::None,thisPressCurve.CurveInput2,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,thisPressCurve.Name
CurveManager.cc,"""Performance Curve Input Variable 3 Value""",OutputProcessor::Unit::None,thisPressCurve.CurveInput3,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,thisPressCurve.Name
CurveManager.cc,"""Performance Curve Output Value""",OutputProcessor::Unit::None,thisPressCurve.CurveOutput,OutputProcessor::SOVTimeStepType::HVAC,OutputProcessor::SOVStoreType::Average,thisPressCurve.Name
UnitarySystem.cc,"""Unitary System Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_PartLoadFrac,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Total Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Sensible Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Latent Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Total Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Sensible Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Latent Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Ancillary Electricity Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotalAuxElecPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Cooling Ancillary Electricity Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingAuxElecConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Heating Ancillary Electricity Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_HeatingAuxElecConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Electricity Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_ElecPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Electricity Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_ElecPowerConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Predicted Sensible Load to Setpoint Heat Transfer Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensibleLoadPredicted,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Predicted Moisture Load to Setpoint Heat Transfer Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_MoistureLoadPredicted,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Dehumidification Induced Heating Demand Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_DehumidInducedHeatingDemandRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Fan Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].FanPartLoadRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Compressor Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CompPartLoadRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Frost Control Status""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_FrostControlStatus,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Heat Recovery Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_HeatRecoveryRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Heat Recovery Inlet Temperature""",OutputProcessor::Unit::C,state.dataUnitarySystems->unitarySys[sysNum].m_HeatRecoveryInletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Heat Recovery Outlet Temperature""",OutputProcessor::Unit::C,state.dataUnitarySystems->unitarySys[sysNum].m_HeatRecoveryOutletTemp,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Heat Recovery Fluid Mass Flow Rate""",OutputProcessor::Unit::kg_s,state.dataUnitarySystems->unitarySys[sysNum].m_HeatRecoveryMassFlowRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Heat Recovery Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_HeatRecoveryEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Requested Sensible Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingCoilSensDemand,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Requested Latent Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingCoilLatentDemand,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Zone Load Sensible Heat Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].LoadSHR,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Cooling Coil Load Sensible Heat Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].CoilSHR,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Requested Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_HeatingCoilSensDemand,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System DX Coil Cycling Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CycRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System DX Coil Speed Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_SpeedRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System DX Coil Speed Level""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_SpeedNum,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Water Coil Cycling Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CycRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Water Coil Speed Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_SpeedRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Unitary System Water Coil Speed Level""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_SpeedNum,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Cycling Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingCycRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Compressor Speed Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingSpeedRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Cycling Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingCycRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Compressor Speed Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingSpeedRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Compressor Speed Number""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingSpeedNum,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CoolingPartLoadFrac,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Frost Control Status""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_FrostControlStatus,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Water Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_PartLoadFrac,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Water Total Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Water Sensible Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Water Latent Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Coil System Water Control Status""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].temperatureOffsetControlStatus,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Total Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Total Heating Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_TotHeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Total Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Total Cooling Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_TotCoolEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Sensible Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Sensible Heating Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_SensHeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Sensible Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Sensible Cooling Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_SensCoolEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Latent Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Latent Heating Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_LatHeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Latent Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Latent Cooling Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_LatCoolEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Electricity Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_ElecPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Electricity Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_ElecPowerConsumption,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Fan Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].FanPartLoadRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Compressor Part Load Ratio""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_CompPartLoadRatio,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Air Conditioner Fan Availability Status""",OutputProcessor::Unit::None,state.dataUnitarySystems->unitarySys[sysNum].m_AvailStatus,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Total Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Total Heating Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_TotHeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Total Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_TotCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Total Cooling Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_TotCoolEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Sensible Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Sensible Heating Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_SensHeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Sensible Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_SensCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Sensible Cooling Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_SensCoolEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Latent Heating Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatHeatEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Latent Heating Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_LatHeatEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Latent Cooling Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_LatCoolEnergyRate,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Latent Cooling Energy""",OutputProcessor::Unit::J,state.dataUnitarySystems->unitarySys[sysNum].m_LatCoolEnergy,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Summed,state.dataUnitarySystems->unitarySys[sysNum].Name
UnitarySystem.cc,"""Zone Packaged Terminal Heat Pump Electricity Rate""",OutputProcessor::Unit::W,state.dataUnitarySystems->unitarySys[sysNum].m_ElecPower,OutputProcessor::SOVTimeStepType::System,OutputProcessor::SOVStoreType::Average,state.dataUnitarySystems->unitarySys[sysNum].Name
