Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Outdoor CO2 Dummy,OccSim_DummyOccSch,ZONE 1:Zone Mean Air Temperature [C](TimeStep),ZONE 2:Zone Mean Air Temperature [C](TimeStep),ZONE 3:Zone Mean Air Temperature [C](TimeStep),ZONE 4:Zone Mean Air Temperature [C](TimeStep),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 2:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 3:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 4:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 1:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 2:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 3:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 4:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 1 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 2 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 3 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 4 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 1 INLET:System Node Temperature [C](TimeStep),ZONE 2 INLET:System Node Temperature [C](TimeStep),ZONE 3 INLET:System Node Temperature [C](TimeStep),ZONE 4 INLET:System Node Temperature [C](TimeStep),ZONE 1 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 2 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 3 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 4 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 1 INLET:System Node CO2 Concentration [ppm](TimeStep),ZONE 2 INLET:System Node CO2 Concentration [ppm](TimeStep),ZONE 3 INLET:System Node CO2 Concentration [ppm](TimeStep),ZONE 4 INLET:System Node CO2 Concentration [ppm](TimeStep) 
 01/01  00:10:00,3.216666667,0.004117871,383.6,0,15.56,15.56,15.56,15.56,0.007407836,0.007434301,0.007626786,0.007608643,386.5736817,386.5742153,386.5770533,386.5767682,0.986334637,0.998745302,1.055170055,1.049621954,50,50,50,50,0.015,0.015,0.015,0.015,387.0192318,387.0192884,387.0197747,387.0197246
 01/01  00:20:00,3.133333333,0.004152062,392.6001793,0,15.56,15.56,15.56,15.56,0.00740835,0.007439147,0.007623864,0.007606253,386.9004691,386.9008893,386.9036875,386.9034218,1.066495498,1.082033053,1.134742706,1.129279019,50,50,50,50,0.015,0.015,0.015,0.015,386.5736817,386.5742153,386.5770533,386.5767682
 01/01  00:30:00,3.05,0.004185789,383.6003586,0,15.56,15.56,15.56,15.56,0.007426894,0.007463131,0.007637158,0.00762018,386.8669537,386.8672246,386.8693586,386.8691584,1.147919812,1.166528394,1.215503671,1.210123451,50,50,50,50,0.015,0.015,0.015,0.015,386.9004691,386.9008893,386.9036875,386.9034218
 01/01  00:40:00,2.966666667,0.004219056,384.600538,0,15.56,15.56,15.56,15.56,0.007464164,0.00750646,0.007667759,0.007651488,386.6071582,386.6076611,386.6098685,386.6096412,1.230548419,1.252223466,1.297505129,1.292207553,50,50,50,50,0.015,0.015,0.015,0.015,386.8669537,386.8672246,386.8693586,386.8691584
 01/01  00:50:00,2.883333333,0.004251866,390.6007173,0,15.56,15.56,15.56,15.56,0.007519182,0.007567738,0.007715177,0.007699658,386.8118194,386.8121568,386.8139761,386.8137977,1.314368864,1.339121473,1.380812045,1.375596456,50,50,50,50,0.015,0.015,0.015,0.015,386.6071582,386.6076611,386.6098685,386.6096412
 01/01  01:00:00,2.8,0.004284222,387.6008966,0,15.56,15.56,15.56,15.56,0.007590124,0.007644845,0.007778022,0.007763279,387.0268891,387.0267336,387.0277305,387.0276593,1.399389041,1.42723369,1.465488053,1.460353966,50,50,50,50,0.015,0.015,0.015,0.015,386.8118194,386.8121568,386.8139761,386.8137977
 01/01  01:10:00,2.8,0.004284222,389.6010759,0,15.56,15.56,15.56,15.56,0.007654487,0.007714212,0.00783544,0.007821395,387.3284737,387.3276266,387.3275791,387.3276466,1.396281458,1.424217537,1.462679636,1.457624347,50,50,50,50,0.015,0.015,0.015,0.015,387.0268891,387.0267336,387.0277305,387.0276593
 01/01  01:20:00,2.8,0.004284222,391.6012552,0,15.56,15.56,15.56,15.56,0.007701592,0.007764929,0.007877631,0.007864164,387.8185653,387.8167318,387.8152955,387.8155478,1.39289785,1.421093893,1.460084836,1.455108458,50,50,50,50,0.015,0.015,0.015,0.015,387.3284737,387.3276266,387.3275791,387.3276466
 01/01  01:30:00,2.8,0.004284222,386.6014345,0,15.56,15.56,15.56,15.56,0.00773202,0.007797907,0.007905246,0.007892248,387.9299822,387.92769,387.9254962,387.9258375,1.389447722,1.417969551,1.457755987,1.452858735,50,50,50,50,0.015,0.015,0.015,0.015,387.8185653,387.8167318,387.8152955,387.8155478
 01/01  01:40:00,2.8,0.004284222,385.6016139,0,15.56,15.56,15.56,15.56,0.007750472,0.007818253,0.007922673,0.00791006,387.7172611,387.7154047,387.713631,387.7139073,1.386006959,1.414866704,1.455662878,1.450844992,50,50,50,50,0.015,0.015,0.015,0.015,387.9299822,387.92769,387.9254962,387.9258375
 01/01  01:50:00,2.8,0.004284222,389.6017932,0,15.56,15.56,15.56,15.56,0.007761351,0.007830659,0.007933928,0.007921641,387.7470781,387.7456468,387.7443516,387.7445619,1.382596582,1.41178734,1.453750755,1.449012448,50,50,50,50,0.015,0.015,0.015,0.015,387.7172611,387.7154047,387.713631,387.7139073
 01/01  02:00:00,2.8,0.004284222,390.6019725,0,15.56,15.56,15.56,15.56,0.007767555,0.007838176,0.00794157,0.00792957,388.037397,388.0357756,388.0341456,388.0343869,1.379221944,1.408731259,1.451968196,1.447309628,50,50,50,50,0.015,0.015,0.015,0.015,387.7470781,387.7456468,387.7443516,387.7445619
 01/01  02:10:00,2.7,0.004276719,385.6021518,0,15.56,15.56,15.56,15.56,0.007770608,0.007842356,0.007946887,0.007935145,387.9807891,387.9792138,387.9775346,387.9777706,1.374621158,1.404307711,1.449033931,1.44445511,50,50,50,50,0.015,0.015,0.015,0.015,388.037397,388.0357756,388.0341456,388.0343869
 01/01  02:20:00,2.6,0.004269081,382.6023311,0,15.56,15.56,15.56,15.56,0.007771419,0.007844139,0.007950599,0.007939093,387.4504536,387.4499341,387.4496626,387.4497415,1.370055751,1.399924239,1.446166149,1.441667086,50,50,50,50,0.015,0.015,0.015,0.015,387.9807891,387.9792138,387.9775346,387.9777706
 01/01  02:30:00,2.5,0.004261311,387.6025105,0,15.56,15.56,15.56,15.56,0.007770629,0.0078442,0.007953184,0.007941897,387.1896623,387.1901984,387.1914341,387.1913573,1.365530999,1.395571262,1.443338449,1.438919119,50,50,50,50,0.015,0.015,0.015,0.015,387.4504536,387.4499341,387.4496626,387.4497415
 01/01  02:40:00,2.4,0.00425341,383.6026898,0,15.56,15.56,15.56,15.56,0.007768727,0.007843059,0.007954989,0.007943911,386.8273956,386.8288884,386.8315174,386.8313029,1.36105098,1.391250692,1.440533675,1.436193994,50,50,50,50,0.015,0.015,0.015,0.015,387.1896623,387.1901984,387.1914341,387.1913573
 01/01  02:50:00,2.3,0.00424538,385.6028691,0,15.56,15.56,15.56,15.56,0.007766081,0.007841108,0.007956268,0.007945391,386.5703437,386.5725007,386.5761347,386.5758274,1.356617031,1.386963632,1.437738546,1.433478373,50,50,50,50,0.015,0.015,0.015,0.015,386.8273956,386.8288884,386.8315174,386.8313029
 01/01  03:00:00,2.2,0.004237225,390.6030484,0,15.56,15.56,15.56,15.56,0.007762956,0.007838626,0.007957197,0.007946514,386.8303339,386.8320952,386.8350997,386.8348472,1.35222889,1.38271012,1.43494271,1.430761852,50,50,50,50,0.015,0.015,0.015,0.015,386.5703437,386.5725007,386.5761347,386.5758274
 01/01  03:10:00,2.116666667,0.004181791,383.6032277,0,15.56,15.56,15.56,15.56,0.00776052,0.007836926,0.007958779,0.007948291,386.7344586,386.7358997,386.7383437,386.7381371,1.35299653,1.384000496,1.437203647,1.433102102,50,50,50,50,0.015,0.015,0.015,0.015,386.8303339,386.8320952,386.8350997,386.8348472
 01/01  03:20:00,2.033333333,0.004126867,386.603407,0,15.56,15.56,15.56,15.56,0.007759278,0.007836567,0.007961412,0.00795112,386.6327119,386.6341065,386.6364596,386.6362627,1.353852475,1.385369313,1.43946413,1.435441635,50,50,50,50,0.015,0.015,0.015,0.015,386.7344586,386.7358997,386.7383437,386.7381371
 01/01  03:30:00,1.95,0.00407245,382.6035864,0,15.56,15.56,15.56,15.56,0.007759149,0.007837441,0.007964968,0.007954875,386.2516721,386.2536411,386.2569008,386.2566372,1.354761272,1.386775825,1.441705153,1.437761383,50,50,50,50,0.015,0.015,0.015,0.015,386.6327119,386.6341065,386.6364596,386.6362627
 01/01  03:40:00,1.866666667,0.004018535,392.6037657,0,15.56,15.56,15.56,15.56,0.00775985,0.007839218,0.007969157,0.007959265,386.6024619,386.6039801,386.6065616,386.6063536,1.355710077,1.388212224,1.443923948,1.440058548,50,50,50,50,0.015,0.015,0.015,0.015,386.2516721,386.2536411,386.2569008,386.2566372
 01/01  03:50:00,1.783333333,0.003965118,390.603945,0,15.56,15.56,15.56,15.56,0.007761119,0.007841597,0.007973727,0.007964036,387.1863297,387.1863139,387.1864148,387.1863864,1.356693012,1.38967509,1.446120976,1.442333578,50,50,50,50,0.015,0.015,0.015,0.015,386.6024619,386.6039801,386.6065616,386.6063536
 01/01  04:00:00,1.7,0.003912197,390.6041243,0,15.56,15.56,15.56,15.56,0.007762782,0.007844381,0.007978517,0.007969027,387.7334823,387.731692,387.7288851,387.7290586,1.35770632,1.39116158,1.448297067,1.444587293,50,50,50,50,0.015,0.015,0.015,0.015,387.1863297,387.1863139,387.1864148,387.1863864
 01/01  04:10:00,1.7,0.003940725,386.6043036,0,15.56,15.56,15.56,15.56,0.007763919,0.007846571,0.007982693,0.007973402,387.8404147,387.8378429,387.8337035,387.8339656,1.354718024,1.388416752,1.446456313,1.442823651,50,50,50,50,0.015,0.015,0.015,0.015,387.7334823,387.731692,387.7288851,387.7290586
 01/01  04:20:00,1.7,0.003969257,391.6044829,0,15.56,15.56,15.56,15.56,0.007764155,0.007847755,0.007985935,0.007976838,388.1329354,388.129899,388.1249853,388.1252974,1.351719684,1.385641034,1.444579583,1.441023645,50,50,50,50,0.015,0.015,0.015,0.015,387.8404147,387.8378429,387.8337035,387.8339656
 01/01  04:30:00,1.7,0.003997791,388.6046623,0,15.56,15.56,15.56,15.56,0.007763585,0.007848042,0.007988349,0.007979442,388.3124875,388.3092274,388.3039114,388.3042459,1.348735791,1.382875136,1.442681738,1.439202142,50,50,50,50,0.015,0.015,0.015,0.015,388.1329354,388.129899,388.1249853,388.1252974
 01/01  04:40:00,1.7,0.004026328,384.6048416,0,15.56,15.56,15.56,15.56,0.007762461,0.007847706,0.007990176,0.007981455,388.0496652,388.0471163,388.0429332,388.0431964,1.345770717,1.380122381,1.440761893,1.437358247,50,50,50,50,0.015,0.015,0.015,0.015,388.3124875,388.3092274,388.3039114,388.3042459
 01/01  04:50:00,1.7,0.004054867,386.6050209,0,15.56,15.56,15.56,15.56,0.007761003,0.00784699,0.00799162,0.007983082,387.759886,387.7585323,387.7563412,387.7564872,1.342823831,1.37738124,1.438816643,1.435488547,50,50,50,50,0.015,0.015,0.015,0.015,388.0496652,388.0471163,388.0429332,388.0431964
 01/01  05:00:00,1.7,0.004083409,392.6052002,0,15.56,15.56,15.56,15.56,0.007759356,0.007846051,0.007992808,0.007984452,388.0556209,388.0543662,388.052365,388.052498,1.339893289,1.374649695,1.436842725,1.433589765,50,50,50,50,0.015,0.015,0.015,0.015,387.759886,387.7585323,387.7563412,387.7564872
 01/01  05:10:00,1.6,0.004054058,389.6053795,0,15.56,15.56,15.56,15.56,0.007758354,0.007845759,0.007994493,0.007986319,388.3886374,388.3866966,388.3835072,388.3836993,1.340918022,1.375991297,1.43875802,1.435579769,50,50,50,50,0.015,0.015,0.015,0.015,388.0556209,388.0543662,388.052365,388.052498
 01/01  05:20:00,1.5,0.004024895,392.6055588,0,15.56,15.56,15.56,15.56,0.007758328,0.007846455,0.007996957,0.007988966,388.878097,388.8749798,388.8697676,388.8700602,1.341970249,1.377355649,1.440643907,1.437539959,50,50,50,50,0.015,0.015,0.015,0.015,388.3886374,388.3866966,388.3835072,388.3836993
 01/01  05:30:00,1.4,0.003995921,387.6057382,0,15.56,15.56,15.56,15.56,0.007759175,0.007848032,0.008000093,0.007992286,388.9806084,388.9770045,388.9709066,388.971238,1.343036668,1.378729277,1.442495372,1.439465288,50,50,50,50,0.015,0.015,0.015,0.015,388.878097,388.8749798,388.8697676,388.8700602
 01/01  05:40:00,1.3,0.003967132,388.6059175,0,15.56,15.56,15.56,15.56,0.00776065,0.007850236,0.008003673,0.007996052,388.9289927,388.9257169,388.9201464,388.9204469,1.344111394,1.380106758,1.444312457,1.441355781,50,50,50,50,0.015,0.015,0.015,0.015,388.9806084,388.9770045,388.9709066,388.971238
 01/01  05:50:00,1.2,0.003938529,390.6060968,0,15.56,15.56,15.56,15.56,0.00776254,0.007852847,0.008007506,0.00800007,389.0278089,389.0248695,389.0198771,389.0201451,1.345191642,1.381485518,1.446096931,1.443213199,50,50,50,50,0.015,0.015,0.015,0.015,388.9289927,388.9257169,388.9201464,388.9204469
 01/01  06:00:00,1.1,0.00391011,382.6062761,0,15.56,15.56,15.56,15.56,0.007764702,0.007855718,0.008011468,0.008004217,388.5448853,388.5432751,388.54049,388.5406507,1.346275626,1.382863878,1.447850686,1.44503943,50,50,50,50,0.015,0.015,0.015,0.015,389.0278089,389.0248695,389.0198771,389.0201451
 01/01  06:10:00,1.2,0.003910361,387.6064554,0,15.56,15.56,15.56,15.56,0.007822781,0.007921782,0.008090184,0.008082562,388.2077695,388.2077174,388.2075472,388.2075879,0.7974274,0.834499063,0.898375186,0.895628774,50,50,50,50,0.015,0.015,0.015,0.015,388.5448853,388.5432751,388.54049,388.5406507
 01/01  06:20:00,1.3,0.003910397,386.6066347,0,15.56,15.56,15.56,15.56,0.007908426,0.008018771,0.008204849,0.008196628,388.0199763,388.0210315,388.0227137,388.0226715,0.798526344,0.835976397,0.90002448,0.897351116,50,50,50,50,0.015,0.015,0.015,0.015,388.2077695,388.2077174,388.2075472,388.2075879
 01/01  06:30:00,1.4,0.003910214,388.6068141,0,15.56,15.56,15.56,15.56,0.007993505,0.008114773,0.008317378,0.008308628,387.994152,387.9956056,387.9979609,387.9978884,0.799589046,0.837405153,0.901588431,0.898988158,50,50,50,50,0.015,0.015,0.015,0.015,388.0199763,388.0210315,388.0227137,388.0226715
 01/01  06:40:00,1.5,0.00390981,384.6069934,0,15.56,15.56,15.56,15.56,0.008066532,0.008196836,0.008412515,0.008403414,387.8553559,387.8570912,387.8598897,387.8597971,0.800652206,0.838830323,0.903129334,0.900601527,50,50,50,50,0.015,0.015,0.015,0.015,387.994152,387.9956056,387.9979609,387.9978884
 01/01  06:50:00,1.6,0.003909183,391.6071727,0,15.56,15.56,15.56,15.56,0.008126674,0.008264114,0.008489506,0.00848022,387.9512133,387.9527711,387.9553021,387.9552193,0.801730536,0.840270131,0.904672894,0.90221669,50,50,50,50,0.015,0.015,0.015,0.015,387.8553559,387.8570912,387.8598897,387.8597971
 01/01  07:00:00,1.7,0.003908329,388.607352,0,15.56,15.56,15.56,15.56,0.008176567,0.008319684,0.008552239,0.008542893,388.0591754,388.0602569,388.0620307,388.0619761,0.802823983,0.8417248,0.906221032,0.903835591,50,50,50,50,0.015,0.015,0.015,0.015,387.9512133,387.9527711,387.9553021,387.9552193
 01/01  07:10:00,1.6,0.003907895,390.6075313,0,15.56,15.56,15.56,15.56,0.008217904,0.00836556,0.008603653,0.008594333,388.2219881,388.2224044,388.2231196,388.2231037,0.801372463,0.840341098,0.905276717,0.902961207,50,50,50,50,0.015,0.015,0.015,0.015,388.0591754,388.0602569,388.0620307,388.0619761
 01/01  07:20:00,1.5,0.003907235,382.6077106,0,15.56,15.56,15.56,15.56,0.008252037,0.008403324,0.008645944,0.008636706,388.0414546,388.0419296,388.042711,388.0426917,0.799881467,0.838893574,0.90430854,0.902062285,50,50,50,50,0.015,0.015,0.015,0.015,388.2219881,388.2224044,388.2231196,388.2231037
 01/01  07:30:00,1.4,0.003906351,387.60789,0,15.56,15.56,15.56,15.56,0.00828002,0.008433763,0.008680605,0.008671492,387.8909648,387.8919155,387.8934892,387.8934423,0.7980407,0.83598634,0.902786774,0.900609172,50,50,50,50,0.015,0.015,0.015,0.015,388.0414546,388.0419296,388.042711,388.0426917
 01/01  07:40:00,1.3,0.003905246,388.6080693,0,15.56,15.56,15.56,15.56,0.008302552,0.00845674,0.008708515,0.008699558,387.8667711,387.8680034,387.8700737,387.8700102,0.795529056,0.830483041,0.900245637,0.898136072,50,50,50,50,0.015,0.015,0.015,0.015,387.8909648,387.8919155,387.8934892,387.8934423
 01/01  07:50:00,1.2,0.003903924,385.6082486,0,15.56,15.56,15.56,15.56,0.00832021,0.008472675,0.008730526,0.008721747,387.7744805,387.7759024,387.7783867,387.7783108,0.792578676,0.824695863,0.897430852,0.895388583,50,50,50,50,0.015,0.015,0.015,0.015,387.8667711,387.8680034,387.8700737,387.8700102
 01/01  08:00:00,1.1,0.003902388,389.6084279,0,15.56,15.56,15.56,15.56,0.008333543,0.008482338,0.008747453,0.008738867,387.8090287,387.8104047,387.8128231,387.8127493,0.789286272,0.81844492,0.894273784,0.892297645,50,50,50,50,0.015,0.015,0.015,0.015,387.7744805,387.7759024,387.7783867,387.7783108
 01/01  08:10:00,2.033333333,0.004079526,384.6086072,0,15.56,15.56,15.56,15.56,0.008342157,0.008485758,0.008759135,0.008750753,387.6980742,387.6994813,387.7021341,387.7020556,0.784061805,0.81038376,0.889079166,0.887167247,50,50,50,50,0.015,0.015,0.015,0.015,387.8090287,387.8104047,387.8128231,387.8127493
 01/01  08:20:00,2.966666667,0.004260289,388.6087865,0,15.56,15.56,15.56,15.56,0.008346177,0.008483384,0.008765787,0.008757612,387.669984,387.6714032,387.6742529,387.6741711,0.778837586,0.802250542,0.88367406,0.881823208,50,50,50,50,0.015,0.015,0.015,0.015,387.6980742,387.6994813,387.7021341,387.7020556
 01/01  08:30:00,3.9,0.004444363,390.6089658,0,15.56,15.56,15.56,15.56,0.008346122,0.008475876,0.008767937,0.008759968,387.8060955,387.8073044,387.809475,387.8094094,0.773524321,0.793799998,0.877960145,0.876165434,50,50,50,50,0.015,0.015,0.015,0.015,387.669984,387.6714032,387.6742529,387.6741711
 01/01  08:40:00,4.833333333,0.00463139,390.6091452,0,15.56,15.56,15.56,15.56,0.008342762,0.008464355,0.008766359,0.00875859,388.0170112,388.0178292,388.0184309,388.0183995,0.768493322,0.786196813,0.872431502,0.870685581,50,50,50,50,0.015,0.015,0.015,0.015,387.8060955,387.8073044,387.809475,387.8094094
 01/01  08:50:00,5.766666667,0.004820961,389.6093245,0,15.56,15.56,15.56,15.56,0.008336621,0.008449725,0.008761699,0.008754118,388.1888289,388.1892629,388.1881528,388.1881571,0.763161467,0.778630465,0.866721278,0.865013715,50,50,50,50,0.015,0.015,0.015,0.015,388.0170112,388.0178292,388.0184309,388.0183995
 01/01  09:00:00,6.7,0.005012616,385.6095038,0,15.56,15.56,15.56,15.56,0.00832803,0.00843239,0.008754402,0.008746991,388.1357105,388.1359921,388.1344218,388.1344365,0.757622778,0.770581511,0.860792533,0.859109363,50,50,50,50,0.015,0.015,0.015,0.015,388.1888289,388.1892629,388.1881528,388.1881571
 01/01  09:10:00,7.35,0.005124702,385.6096831,0,15.56,15.56,15.56,15.56,0.008373218,0.008472341,0.008817318,0.008809764,388.0145121,388.0148348,388.0139956,388.0139975,0.496952418,0.507299667,0.598971468,0.597291627,50,50,50,50,0.015,0.015,0.015,0.015,388.1357105,388.1359921,388.1344218,388.1344365
 01/01  09:20:00,8,0.005235394,383.6098624,0,15.56,15.56,15.56,15.56,0.008446631,0.008541738,0.008916562,0.008908692,387.846616,387.8470493,387.8476838,387.8476593,0.491414076,0.498878579,0.592602066,0.590908209,50,50,50,50,0.015,0.015,0.015,0.015,388.0145121,388.0148348,388.0139956,388.0139975
 01/01  09:30:00,8.65,0.005344373,383.6100417,0,15.56,15.56,15.56,15.56,0.00852164,0.008611815,0.009017168,0.009008944,387.666378,387.6668995,387.6693133,387.6692568,0.485682176,0.490095468,0.585903983,0.584171557,50,50,50,50,0.015,0.015,0.015,0.015,387.846616,387.8470493,387.8476838,387.8476593
 01/01  09:40:00,9.3,0.005451304,386.6102211,0,15.56,15.56,15.56,15.56,0.008586603,0.008670236,0.009104033,0.009095464,387.5618949,387.5624469,387.5662584,387.5661768,0.480039833,0.481699581,0.579265875,0.577467151,50,50,50,50,0.015,0.015,0.015,0.015,387.666378,387.6668995,387.6693133,387.6692568
 01/01  09:50:00,9.95,0.005555826,390.6104004,0,15.56,15.56,15.56,15.56,0.008639636,0.008715159,0.009174921,0.009166007,387.6019326,387.602486,387.6065493,387.6064641,0.474333229,0.473209489,0.572466623,0.570571503,50,50,50,50,0.015,0.015,0.015,0.015,387.5618949,387.5624469,387.5662584,387.5661768
 01/01  10:00:00,10.6,0.005657559,386.6105797,0,15.56,15.56,15.56,15.56,0.008682208,0.008748292,0.009232009,0.009222724,387.6206326,387.6211709,387.6249038,387.6248255,0.468494898,0.464593993,0.565501824,0.563478698,50,50,50,50,0.015,0.015,0.015,0.015,387.6019326,387.602486,387.6065493,387.6064641
 01/01  10:10:00,10.96666667,0.005515213,389.610759,0,15.56,15.56,15.56,15.56,0.008717235,0.008772715,0.009279017,0.009269311,387.6718777,387.6724204,387.6755287,387.6754635,0.462994243,0.456218676,0.559057993,0.556874514,50,50,50,50,0.015,0.015,0.015,0.015,387.6206326,387.6211709,387.6249038,387.6248255
 01/01  10:20:00,11.33333333,0.005361938,387.6109383,0,15.56,15.56,15.56,15.56,0.008746549,0.008790464,0.009318409,0.00930821,387.6980926,387.6986439,387.7011805,387.7011275,0.457186109,0.447736632,0.552460691,0.550084772,50,50,50,50,0.015,0.015,0.015,0.015,387.6718777,387.6724204,387.6755287,387.6754635
 01/01  10:30:00,11.7,0.005197347,384.6111176,0,15.56,15.56,15.56,15.56,0.008771017,0.008802583,0.00935148,0.009340701,387.6324592,387.6329467,387.6355673,387.6355107,0.451154756,0.439134398,0.545709437,0.543109935,50,50,50,50,0.015,0.015,0.015,0.015,387.6980926,387.6986439,387.7011805,387.7011275
 01/01  10:40:00,12.06666667,0.005021044,387.6112969,0,15.56,15.56,15.56,15.56,0.008791329,0.008810036,0.009379156,0.009367697,387.5878805,387.5882753,387.5912987,387.5912309,0.445564084,0.431397466,0.539351277,0.536498737,50,50,50,50,0.015,0.015,0.015,0.015,387.6324592,387.6329467,387.6355673,387.6355107
 01/01  10:50:00,12.43333333,0.004832625,387.6114762,0,15.56,15.56,15.56,15.56,0.008808077,0.008813578,0.009402144,0.009389897,387.5728598,387.5731843,387.576473,387.5763976,0.440123891,0.423848385,0.533014421,0.529881591,50,50,50,50,0.015,0.015,0.015,0.015,387.5878805,387.5882753,387.5912987,387.5912309
 01/01  11:00:00,12.8,0.004631677,392.6116556,0,15.56,15.56,15.56,15.56,0.00882175,0.008813814,0.009421037,0.009407887,387.6897378,387.6901668,387.6927631,387.6927106,0.434743343,0.41649753,0.526693039,0.523255381,50,50,50,50,0.015,0.015,0.015,0.015,387.5728598,387.5731843,387.576473,387.5763976
 01/01  11:10:00,13.06666667,0.004605222,384.6118349,0,15.56,15.56,15.56,15.56,0.008832446,0.008810913,0.009436047,0.009421873,387.6906823,387.6911802,387.6931591,387.6931246,0.429388536,0.409258857,0.520375961,0.516611966,50,50,50,50,0.015,0.015,0.015,0.015,387.6897378,387.6901668,387.6927631,387.6927106
 01/01  11:20:00,13.33333333,0.004576222,388.6120142,0,15.56,15.56,15.56,15.56,0.008840395,0.008805287,0.009447519,0.009432198,387.6926826,387.6931942,387.6948873,387.6948605,0.424225517,0.402614838,0.514245457,0.510136869,50,50,50,50,0.015,0.015,0.015,0.015,387.6906823,387.6911802,387.6931591,387.6931246
 01/01  11:30:00,13.6,0.004544606,390.6121935,0,15.56,15.56,15.56,15.56,0.008845812,0.008797173,0.009455795,0.009439202,387.7620943,387.7626912,387.7638526,387.7638463,0.418887586,0.395648831,0.507961497,0.503493471,50,50,50,50,0.015,0.015,0.015,0.015,387.6926826,387.6931942,387.6948873,387.6948605
 01/01  11:40:00,13.86666667,0.004510302,385.6123728,0,15.56,15.56,15.56,15.56,0.008849319,0.008787428,0.009461502,0.009443515,387.7533836,387.7540069,387.7548694,387.7548729,0.41448992,0.390281602,0.502435031,0.49759657,50,50,50,50,0.015,0.015,0.015,0.015,387.7620943,387.7626912,387.7638526,387.7638463
 01/01  11:50:00,14.13333333,0.004473237,382.6125521,0,15.56,15.56,15.56,15.56,0.008851525,0.008776848,0.009465219,0.009445715,387.6159483,387.6163453,387.6179546,387.6179169,0.410471667,0.385462443,0.49717716,0.491942498,50,50,50,50,0.015,0.015,0.015,0.015,387.7533836,387.7540069,387.7548694,387.7548729
 01/01  12:00:00,14.4,0.004433334,383.6127314,0,15.56,15.56,15.56,15.56,0.008853344,0.008766572,0.009467639,0.009446508,387.4408785,387.4408437,387.4440677,387.4439435,0.407856778,0.382482181,0.49279337,0.487192231,50,50,50,50,0.015,0.015,0.015,0.015,387.6159483,387.6163453,387.6179546,387.6179169
 01/01  12:10:00,14.78333333,0.004476691,385.6129107,0,15.56,15.56,15.56,15.56,0.008855192,0.008756898,0.009469043,0.009446188,387.3161144,387.3156483,387.3204857,387.3202722,0.406137952,0.379932436,0.489271078,0.483288928,50,50,50,50,0.015,0.015,0.015,0.015,387.4408785,387.4408437,387.4440677,387.4439435
 01/01  12:20:00,15.16666667,0.004519058,382.6130901,0,15.56,15.56,15.56,15.56,0.00885725,0.008747873,0.009469598,0.009444929,387.161209,387.1603092,387.1666873,387.1663798,0.404618765,0.377597338,0.485887257,0.479526683,50,50,50,50,0.015,0.015,0.015,0.015,387.3161144,387.3156483,387.3204857,387.3202722
 01/01  12:30:00,15.55,0.004560367,392.6132694,0,15.56,15.56,15.56,15.56,0.008859911,0.008740122,0.009469702,0.009443141,387.216211,387.2152186,387.2218884,387.221566,0.403980273,0.376894258,0.483306906,0.476574808,50,50,50,50,0.015,0.015,0.015,0.015,387.161209,387.1603092,387.1666873,387.1663798
 01/01  12:40:00,15.93333333,0.004600546,391.6134487,0,15.56,15.56,15.56,15.56,0.008862835,0.008733127,0.00946926,0.009440739,387.3786881,387.3780172,387.383449,387.3832122,0.402043175,0.374169856,0.479789911,0.472696711,50,50,50,50,0.015,0.015,0.015,0.015,387.216211,387.2152186,387.2218884,387.221566
 01/01  12:50:00,16.31666667,0.004639522,386.613628,0,15.56,15.56,15.56,15.56,0.008865598,0.008726342,0.009468153,0.009437615,387.4496327,387.4493264,387.4533166,387.4531746,0.399736992,0.371221286,0.476187119,0.468746257,50,50,50,50,0.015,0.015,0.015,0.015,387.3786881,387.3780172,387.383449,387.3832122
 01/01  13:00:00,16.7,0.00467722,385.6138073,0,15.56,15.56,15.56,15.56,0.008867955,0.008719488,0.009466366,0.009433768,387.421739,387.4215613,387.4249357,387.424827,0.397276353,0.368187138,0.472575483,0.464803015,50,50,50,50,0.015,0.015,0.015,0.015,387.4496327,387.4493264,387.4533166,387.4531746
