Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Outdoor CO2 Dummy,OccSim_DummyOccSch,ZONE 1:Zone Mean Air Temperature [C](TimeStep),ZONE 2:Zone Mean Air Temperature [C](TimeStep),ZONE 3:Zone Mean Air Temperature [C](TimeStep),ZONE 4:Zone Mean Air Temperature [C](TimeStep),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 2:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 3:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 4:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 1:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 2:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 3:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 4:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 1 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 2 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 3 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 4 INLET:System Node Mass Flow Rate [kg/s](TimeStep),ZONE 1 INLET:System Node Temperature [C](TimeStep),ZONE 2 INLET:System Node Temperature [C](TimeStep),ZONE 3 INLET:System Node Temperature [C](TimeStep),ZONE 4 INLET:System Node Temperature [C](TimeStep),ZONE 1 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 2 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 3 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 4 INLET:System Node Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 1 INLET:System Node CO2 Concentration [ppm](TimeStep),ZONE 2 INLET:System Node CO2 Concentration [ppm](TimeStep),ZONE 3 INLET:System Node CO2 Concentration [ppm](TimeStep),ZONE 4 INLET:System Node CO2 Concentration [ppm](TimeStep) 
 04/03  09:10:00,15.86666667,0.003975901,394.0997178,0.181818,21.11,21.11,21.11,21.11,0.011144057,0.011213933,0.011104695,0.011098945,531.8787617,531.6264156,421.6527825,421.6541752,0.923279605,0.940142248,1.010055787,1.007751547,50,50,50,50,0.015,0.015,0.015,0.015,515.1726085,514.9382272,418.6915565,418.6918161
 04/03  09:20:00,16.13333333,0.004025078,394.0997144,0.454545,21.11,21.11,21.11,21.11,0.011302346,0.011368524,0.011242472,0.011236611,549.9340213,549.6598937,428.1555689,428.1582726,0.916062696,0.932188453,0.980813033,0.978438812,50,50,50,50,0.015,0.015,0.015,0.015,531.8787617,531.6264156,421.6527825,421.6541752
 04/03  09:30:00,16.4,0.004074631,389.0997108,0.363636,21.11,21.11,21.11,21.11,0.011462497,0.011525593,0.011385024,0.01137902,567.8441633,567.5482377,435.5583888,435.562784,0.90886309,0.924216096,0.976807024,0.97436526,50,50,50,50,0.015,0.015,0.015,0.015,549.9340213,549.6598937,428.1555689,428.1582726
 04/03  09:40:00,16.66666667,0.004124561,389.0997073,0.545455,21.11,21.11,21.11,21.11,0.011599598,0.011659566,0.011511044,0.011504913,585.0460808,584.73098,445.2381488,445.2447953,0.901797943,0.916413331,0.954021436,0.951514206,50,50,50,50,0.015,0.015,0.015,0.015,567.8441633,567.5482377,435.5583888,435.562784
 04/03  09:50:00,16.93333333,0.004174864,384.0997038,0.363636,21.11,21.11,21.11,21.11,0.011710864,0.011767591,0.011608291,0.011602063,601.3622708,601.0315728,453.2641407,453.2730178,0.894872213,0.908736786,0.956691602,0.954121673,50,50,50,50,0.015,0.015,0.015,0.015,585.0460808,584.73098,445.2381488,445.2447953
 04/03  10:00:00,17.2,0.004225541,385.0997002,0.363636,21.11,21.11,21.11,21.11,0.011801018,0.011854497,0.011681785,0.011675479,616.9381262,616.595269,459.7927181,459.8034493,0.88806481,0.901166673,0.947020582,0.944390452,50,50,50,50,0.015,0.015,0.015,0.015,601.3622708,601.0315728,453.2641407,453.2730178
 04/03  10:10:00,17.56666667,0.004221633,392.0996966,0.363636,21.11,21.11,21.11,21.11,0.011872881,0.011923296,0.011736361,0.011729981,632.0452494,631.6926171,465.7394356,465.751687,0.879536724,0.89234078,0.935562515,0.932875279,50,50,50,50,0.015,0.015,0.015,0.015,616.9381262,616.595269,459.7927181,459.8034493
 04/03  10:20:00,17.93333333,0.004214922,390.099693,0.363636,21.11,21.11,21.11,21.11,0.011928827,0.011976431,0.011775625,0.011769167,646.6248236,646.2642824,471.4219729,471.4355551,0.871208996,0.883596146,0.924261308,0.92151979,50,50,50,50,0.015,0.015,0.015,0.015,632.0452494,631.6926171,465.7394356,465.751687
 04/03  10:30:00,18.3,0.004205296,389.0996893,0.454545,21.11,21.11,21.11,21.11,0.011971057,0.012016086,0.011805288,0.011798743,660.6312954,660.2646243,478.1567079,478.1717495,0.86297688,0.874869873,0.906738509,0.903945392,50,50,50,50,0.015,0.015,0.015,0.015,646.6248236,646.2642824,471.4219729,471.4355551
 04/03  10:40:00,18.66666667,0.004192638,392.0996857,0.363636,21.11,21.11,21.11,21.11,0.012001534,0.012044178,0.011822598,0.011815959,674.1511856,673.7801384,484.2163275,484.2328006,0.854786948,0.866104434,0.901952279,0.89911035,50,50,50,50,0.015,0.015,0.015,0.015,660.6312954,660.2646243,478.1567079,478.1717495
 04/03  10:50:00,19.03333333,0.00417683,387.099682,0.636364,21.11,21.11,21.11,21.11,0.012021944,0.012062354,0.011838585,0.011831838,687.0724878,686.6988291,493.2345559,493.2529714,0.846647315,0.857368471,0.872012597,0.869124043,50,50,50,50,0.015,0.015,0.015,0.015,674.1511856,673.7801384,484.2163275,484.2328006
 04/03  11:00:00,19.4,0.00415775,393.0996783,0.363636,21.11,21.11,21.11,21.11,0.012033698,0.012072,0.011841314,0.011834455,699.5774806,699.202821,500.2612646,500.2815284,0.838547908,0.848643699,0.880077199,0.877144846,50,50,50,50,0.015,0.015,0.015,0.015,687.0724878,686.6988291,493.2345559,493.2529714
 04/03  11:10:00,19.5,0.004207965,392.0996746,0.363636,21.11,21.11,21.11,21.11,0.012040024,0.012076307,0.011834579,0.011827604,711.63701,711.262874,505.4479485,505.4695442,0.832692802,0.842085158,0.871776476,0.868802073,50,50,50,50,0.015,0.015,0.015,0.015,699.5774806,699.202821,500.2612646,500.2815284
 04/03  11:20:00,19.6,0.004258638,393.0996708,0.363636,21.11,21.11,21.11,21.11,0.012043006,0.012077339,0.011823371,0.011816272,723.2584618,722.8862546,509.7975253,509.8199869,0.826851974,0.835567274,0.863618577,0.860604052,50,50,50,50,0.015,0.015,0.015,0.015,711.63701,711.262874,505.4479485,505.4695442
 04/03  11:30:00,19.7,0.004309774,391.0996671,0.363636,21.11,21.11,21.11,21.11,0.012043588,0.012076032,0.011810349,0.011803118,734.3926468,734.023666,513.823093,513.8461632,0.821042915,0.829090156,0.855604933,0.852552154,50,50,50,50,0.015,0.015,0.015,0.015,723.2584618,722.8862546,509.7975253,509.8199869
 04/03  11:40:00,19.8,0.004361377,394.0996633,0.272727,21.11,21.11,21.11,21.11,0.0120422,0.01207287,0.011793295,0.011785929,745.1333955,744.7685577,516.5187631,516.5420977,0.815446472,0.823150582,0.854285258,0.851196096,50,50,50,50,0.015,0.015,0.015,0.015,734.3926468,734.023666,513.823093,513.8461632
 04/03  11:50:00,19.9,0.004413449,391.0996595,0.272727,21.11,21.11,21.11,21.11,0.012039105,0.012068156,0.011773967,0.011766458,755.4165996,755.0565484,518.360621,518.3838895,0.809964501,0.817405349,0.846901302,0.84377738,50,50,50,50,0.015,0.015,0.015,0.015,745.1333955,744.7685577,516.5187631,516.5420977
 04/03  12:00:00,20,0.004465994,389.0996556,0.181818,21.11,21.11,21.11,21.11,0.012034529,0.012062125,0.011750834,0.01174318,765.2214789,764.8667145,518.5795512,518.6022901,0.804573034,0.81179313,0.846033393,0.8428765,50,50,50,50,0.015,0.015,0.015,0.015,755.4165996,755.0565484,518.360621,518.3838895
 04/03  12:10:00,20.28333333,0.00449707,391.0996518,0.181818,21.11,21.11,21.11,21.11,0.01201111,0.012037306,0.011725289,0.011717483,768.1241976,767.778137,518.0309342,518.0527796,0.829696891,0.836437294,0.836625863,0.833437663,50,50,50,50,0.015,0.015,0.015,0.015,765.2214789,764.8667145,518.5795512,518.6022901
 04/03  12:20:00,20.56666667,0.00452765,389.0996479,0.181818,21.11,21.11,21.11,21.11,0.011976841,0.012001693,0.011698566,0.011690599,766.9456151,766.6117666,517.2724704,517.2932622,0.822352698,0.828660155,0.827362371,0.824144723,50,50,50,50,0.015,0.015,0.015,0.015,768.1241976,767.778137,518.0309342,518.0527796
 04/03  12:30:00,20.85,0.00455771,393.099644,0.272727,21.11,21.11,21.11,21.11,0.011940104,0.011963689,0.011674317,0.011666179,764.6488901,764.3288926,517.8894009,517.909419,0.81499872,0.820917435,0.811897868,0.808652635,50,50,50,50,0.015,0.015,0.015,0.015,766.9456151,766.6117666,517.2724704,517.2932622
 04/03  12:40:00,21.13333333,0.004587225,393.0996401,0.272727,21.11,21.11,21.11,21.11,0.01190427,0.011926092,0.011650596,0.011642278,762.4367378,762.1301786,519.339844,519.3594777,0.805945176,0.808586553,0.800304031,0.797033328,50,50,50,50,0.015,0.015,0.015,0.015,764.6488901,764.3288926,517.8894009,517.909419
 04/03  12:50:00,21.41666667,0.004616169,389.0996361,0.272727,21.11,21.11,21.11,21.11,0.011869766,0.011889084,0.011625612,0.011617107,760.4263875,760.1320666,520.929403,520.9488778,0.796835704,0.7965803,0.789031428,0.785737327,50,50,50,50,0.015,0.015,0.015,0.015,762.4367378,762.1301786,519.339844,519.3594777
 04/03  13:00:00,21.7,0.004644515,386.0996322,0.454545,21.11,21.11,21.11,21.11,0.011836032,0.011851881,0.011604652,0.011595948,758.5027137,758.2192747,524.8908487,524.9107558,0.78733849,0.783141617,0.764336544,0.761020631,50,50,50,50,0.015,0.015,0.015,0.015,760.4263875,760.1320666,520.929403,520.9488778
 04/03  13:10:00,21.88333333,0.004670799,393.0996282,0.272727,21.11,21.11,21.11,21.11,0.011822679,0.011834238,0.011582332,0.011573431,763.3356645,763.0652041,527.7653182,527.7857259,0.750107934,0.742719847,0.770020015,0.766683979,50,50,50,50,0.015,0.015,0.015,0.015,758.5027137,758.2192747,524.8908487,524.9107558
 04/03  13:20:00,22.06666667,0.004696999,386.0996242,0.363636,21.11,21.11,21.11,21.11,0.011823393,0.011829917,0.0115638,0.011554704,771.8749219,771.6224484,530.6401774,530.6610232,0.745486405,0.734566966,0.756647081,0.753291069,50,50,50,50,0.015,0.015,0.015,0.015,763.3356645,763.0652041,527.7653182,527.7857259
 04/03  13:30:00,22.25,0.004723112,387.0996202,0.272727,21.11,21.11,21.11,21.11,0.01183008,0.011830833,0.01154646,0.011537174,781.2903733,781.0611671,532.3890768,532.4100582,0.740959674,0.726208364,0.755676995,0.752300969,50,50,50,50,0.015,0.015,0.015,0.015,771.8749219,771.6224484,530.6401774,530.6610232
 04/03  13:40:00,22.43333333,0.004749133,388.0996161,0.363636,21.11,21.11,21.11,21.11,0.011838782,0.011833462,0.011534183,0.011524709,790.40358,790.2003714,534.7218072,534.7428865,0.737629961,0.720915014,0.743477571,0.740080647,50,50,50,50,0.015,0.015,0.015,0.015,781.2903733,781.0611671,532.3890768,532.4100582
 04/03  13:50:00,22.61666667,0.004775056,390.0996121,0.0909091,21.11,21.11,21.11,21.11,0.011848374,0.011836866,0.011517017,0.011507369,799.0249765,798.848809,533.7815148,533.8019892,0.734551314,0.715455155,0.75642158,0.753003575,50,50,50,50,0.015,0.015,0.015,0.015,790.40358,790.2003714,534.7218072,534.7428865
 04/03  14:00:00,22.8,0.004800877,390.099608,0.272727,21.11,21.11,21.11,21.11,0.011858812,0.011841199,0.01150408,0.011494257,807.2065812,807.0574367,533.3603169,533.3799062,0.731852296,0.711105445,0.738318773,0.734879168,50,50,50,50,0.015,0.015,0.015,0.015,799.0249765,798.848809,533.7815148,533.8019892
 04/03  14:10:00,22.88333333,0.004768277,386.0996039,0.272727,21.11,21.11,21.11,21.11,0.011866949,0.011843346,0.011492702,0.011482703,814.9399749,814.8174809,533.7186967,533.7375526,0.725225351,0.702650107,0.729030648,0.725571257,50,50,50,50,0.015,0.015,0.015,0.015,807.2065812,807.0574367,533.3603169,533.3799062
 04/03  14:20:00,22.96666667,0.004735192,394.0995997,0.272727,21.11,21.11,21.11,21.11,0.01187107,0.011841661,0.011479678,0.011469499,822.4950182,822.3988528,534.626223,534.644623,0.718528072,0.694610169,0.719951156,0.716475858,50,50,50,50,0.015,0.015,0.015,0.015,814.9399749,814.8174809,533.7186967,533.7375526
 04/03  14:30:00,23.05,0.004701619,387.0995956,0.454545,21.11,21.11,21.11,21.11,0.01187098,0.011836034,0.011469756,0.011459392,829.6948661,829.6243153,538.089957,538.1086403,0.71190809,0.687022776,0.698414876,0.694930097,50,50,50,50,0.015,0.015,0.015,0.015,822.4950182,822.3988528,534.626223,534.644623
 04/03  14:40:00,23.13333333,0.004667554,390.0995914,0.363636,21.11,21.11,21.11,21.11,0.011867157,0.011827029,0.011457004,0.011446458,836.6250791,836.5791268,541.6966878,541.716073,0.705409285,0.679911671,0.696098306,0.692614229,50,50,50,50,0.015,0.015,0.015,0.015,829.6948661,829.6243153,538.089957,538.1086403
 04/03  14:50:00,23.21666667,0.004632993,393.0995872,0.636364,21.11,21.11,21.11,21.11,0.011860177,0.011815287,0.011449444,0.011438715,843.3722914,843.3498164,548.7670399,548.7880257,0.69900831,0.673202347,0.668728094,0.665257289,50,50,50,50,0.015,0.015,0.015,0.015,836.6250791,836.5791268,541.6966878,541.716073
 04/03  15:00:00,23.3,0.004597932,390.099583,0.545455,21.11,21.11,21.11,21.11,0.011850514,0.011801325,0.011440373,0.011429475,849.8406071,849.8402184,556.3696366,556.3927612,0.692684012,0.666840293,0.666786193,0.663345483,50,50,50,50,0.015,0.015,0.015,0.015,843.3722914,843.3498164,548.7670399,548.7880257
 04/03  15:10:00,23.4,0.004656628,387.0995788,0.545455,21.11,21.11,21.11,21.11,0.011840409,0.011787585,0.011429563,0.011418521,855.9565872,855.9762459,563.4594843,563.4847321,0.689688302,0.664796223,0.661900004,0.658508946,50,50,50,50,0.015,0.015,0.015,0.015,849.8406071,849.8402184,556.3696366,556.3927612
 04/03  15:20:00,23.5,0.004715864,394.0995745,0.545455,21.11,21.11,21.11,21.11,0.011831174,0.011775465,0.01141817,0.011407018,861.9288771,861.9665632,570.1530727,570.1801756,0.686937889,0.663070101,0.657274279,0.653955146,50,50,50,50,0.015,0.015,0.015,0.015,855.9565872,855.9762459,563.4594843,563.4847321
 04/03  15:30:00,23.6,0.004775644,393.0995702,0.454545,21.11,21.11,21.11,21.11,0.011823167,0.011765287,0.011403993,0.011392774,867.7141423,867.7679665,575.2465365,575.2749158,0.684345474,0.661485527,0.659256168,0.656033907,50,50,50,50,0.015,0.015,0.015,0.015,861.9288771,861.9665632,570.1530727,570.1801756
 04/03  15:40:00,23.7,0.004835972,394.0995659,0.545455,21.11,21.11,21.11,21.11,0.011816407,0.011756928,0.011391807,0.011380567,873.3008515,873.3691532,580.6387764,580.6681265,0.682369897,0.660197406,0.648962424,0.645863816,50,50,50,50,0.015,0.015,0.015,0.015,867.7141423,867.7679665,575.2465365,575.2749158
 04/03  15:50:00,23.8,0.004896854,393.0995616,0.545455,21.11,21.11,21.11,21.11,0.011810818,0.01175015,0.011381726,0.011370515,878.6480611,878.7293639,586.3342948,586.3645173,0.680728931,0.659027742,0.645252236,0.642306326,50,50,50,50,0.015,0.015,0.015,0.015,873.3008515,873.3691532,580.6387764,580.6681265
 04/03  16:00:00,23.9,0.004958292,388.0995572,0.636364,21.11,21.11,21.11,21.11,0.011806301,0.011744864,0.011375988,0.011364864,883.6471865,883.7398185,593.1921026,593.2233187,0.679292703,0.658559553,0.63577546,0.633012411,50,50,50,50,0.015,0.015,0.015,0.015,878.6480611,878.7293639,586.3342948,586.3645173
 04/03  16:10:00,23.8,0.004958991,390.0995529,0.545455,21.11,21.11,21.11,21.11,0.011804009,0.011742134,0.011371065,0.011360102,888.4062613,888.5087467,599.2991315,599.3311844,0.677821246,0.657597272,0.639669874,0.637120617,50,50,50,50,0.015,0.015,0.015,0.015,883.6471865,883.7398185,593.1921026,593.2233187
 04/03  16:20:00,23.7,0.00495948,390.0995485,0.454545,21.11,21.11,21.11,21.11,0.011804291,0.011742355,0.01136444,0.01135372,892.9675029,893.0784489,603.34282,603.3751638,0.675694538,0.65654192,0.64387295,0.641568655,50,50,50,50,0.015,0.015,0.015,0.015,888.4062613,888.5087467,599.2991315,599.3311844
 04/03  16:30:00,23.6,0.004959759,388.0995441,0.454545,21.11,21.11,21.11,21.11,0.011806836,0.011745205,0.011358273,0.011347883,897.2962038,897.4142868,606.1458099,606.1778992,0.673144099,0.654930899,0.641788524,0.639760134,50,50,50,50,0.015,0.015,0.015,0.015,892.9675029,893.0784489,603.34282,603.3751638
 04/03  16:40:00,23.5,0.004959832,393.0995396,0.272727,21.11,21.11,21.11,21.11,0.011811193,0.011750395,0.011348348,0.011338381,901.5301011,901.6539538,606.0590916,606.0903109,0.670611615,0.654274069,0.652971245,0.651249252,50,50,50,50,0.015,0.015,0.015,0.015,897.2962038,897.4142868,606.1458099,606.1778992
 04/03  16:50:00,23.4,0.004959701,394.0995352,0.636364,21.11,21.11,21.11,21.11,0.011816922,0.011757504,0.011349902,0.011340438,905.6672341,905.795562,609.5902277,609.6206519,0.667863874,0.653183181,0.626094716,0.624707275,50,50,50,50,0.015,0.015,0.015,0.015,901.5301011,901.6539538,606.0590916,606.0903109
 04/03  17:00:00,23.3,0.004959367,386.0995307,0.545455,21.11,21.11,21.11,21.11,0.011823635,0.011766057,0.011356892,0.011348018,909.478476,909.6099341,614.2218454,614.2516321,0.664852889,0.651685982,0.630579728,0.629554795,50,50,50,50,0.015,0.015,0.015,0.015,905.6672341,905.795562,609.5902277,609.6206519
 04/03  17:10:00,23.11666667,0.005110315,394.0995262,0.363636,21.11,21.11,21.11,21.11,0.011804668,0.01175003,0.011357042,0.011348859,903.7021957,903.8293336,616.4167153,616.4457315,0.709340743,0.700364981,0.641320601,0.64068621,50,50,50,50,0.015,0.015,0.015,0.015,909.478476,909.6099341,614.2218454,614.2516321
 04/03  17:20:00,22.93333333,0.005257317,391.0995217,0.454545,21.11,21.11,21.11,21.11,0.011769928,0.011719295,0.011353483,0.011346088,892.3638719,892.4817304,618.130933,618.1590179,0.706997891,0.701395248,0.632992433,0.632773063,50,50,50,50,0.015,0.015,0.015,0.015,903.7021957,903.8293336,616.4167153,616.4457315
 04/03  17:30:00,22.75,0.005400429,393.0995172,0.181818,21.11,21.11,21.11,21.11,0.011730853,0.011685013,0.011338421,0.011331914,879.6565593,879.7655055,616.1545072,616.1816041,0.704551693,0.701892117,0.649883444,0.650103681,50,50,50,50,0.015,0.015,0.015,0.015,892.3638719,892.4817304,618.130933,618.1590179
 04/03  17:40:00,22.56666667,0.005539707,389.0995126,0,21.11,21.11,21.11,21.11,0.011692784,0.011652252,0.011310491,0.011304975,867.2767121,867.3800861,609.4743386,609.500725,0.701892693,0.701855242,0.660562274,0.661245891,50,50,50,50,0.015,0.015,0.015,0.015,879.6565593,879.7655055,616.1545072,616.1816041
 04/03  17:50:00,22.38333333,0.005675204,393.099508,0,21.11,21.11,21.11,21.11,0.011656828,0.011621965,0.011277054,0.011272627,855.6955347,855.7971929,600.869803,600.8960192,0.69904929,0.701548747,0.658730838,0.659901183,50,50,50,50,0.015,0.015,0.015,0.015,867.2767121,867.3800861,609.4743386,609.500725
 04/03  18:00:00,22.2,0.005806977,391.0995034,0,21.11,21.11,21.11,21.11,0.01162255,0.011593645,0.011243103,0.01123986,844.7493906,844.8526664,592.0708842,592.0975074,0.696080542,0.701069453,0.657026413,0.658706054,50,50,50,50,0.015,0.015,0.015,0.015,855.6955347,855.7971929,600.869803,600.8960192
 04/03  18:10:00,21.36666667,0.006126255,394.0994988,0,21.11,21.11,21.11,21.11,0.011582385,0.011559561,0.011210579,0.011208619,831.4366443,831.5449816,583.7523467,583.7798449,0.708327034,0.715045973,0.656162461,0.658371607,50,50,50,50,0.015,0.015,0.015,0.015,844.7493906,844.8526664,592.0708842,592.0975074
 04/03  18:20:00,20.53333333,0.006397524,393.0994941,0,21.11,21.11,21.11,21.11,0.011539502,0.011522821,0.011179785,0.011179205,816.8914499,817.0085108,575.9188527,575.9475873,0.706079927,0.714761944,0.655626167,0.65838253,50,50,50,50,0.015,0.015,0.015,0.015,831.4366443,831.5449816,583.7523467,583.7798449
 04/03  18:30:00,19.7,0.006624218,391.0994895,0,21.11,21.11,21.11,21.11,0.011497195,0.011486619,0.011150457,0.011151354,802.2988896,802.427456,568.4245431,568.454826,0.703610645,0.713826741,0.655065079,0.658382269,50,50,50,50,0.015,0.015,0.015,0.015,816.8914499,817.0085108,575.9188527,575.9475873
 04/03  18:40:00,18.86666667,0.006809612,394.0994848,0,21.11,21.11,21.11,21.11,0.011456821,0.011452253,0.011122327,0.011124795,788.2851181,788.426803,561.2893138,561.3214122,0.701078898,0.712739657,0.654614395,0.658500117,50,50,50,50,0.015,0.015,0.015,0.015,802.2988896,802.427456,568.4245431,568.454826
 04/03  18:50:00,18.03333333,0.006956829,384.0994801,0,21.11,21.11,21.11,21.11,0.011418488,0.011419806,0.011095235,0.011099362,774.7092856,774.8650618,554.2425154,554.276724,0.698531024,0.711546361,0.654258,0.658714189,50,50,50,50,0.015,0.015,0.015,0.015,788.2851181,788.426803,561.2893138,561.3214122
 04/03  19:00:00,17.2,0.007068838,389.0994754,0,21.11,21.11,21.11,21.11,0.011381895,0.011388958,0.011069097,0.011074962,761.7164834,761.8868122,547.4632002,547.4997653,0.696017071,0.710269149,0.654001782,0.659023713,50,50,50,50,0.015,0.015,0.015,0.015,774.7092856,774.8650618,554.2425154,554.276724
 04/03  19:10:00,17.01666667,0.006945699,392.0994706,0,19.71732819,20.77648762,20.910519,20.97496083,0.011034549,0.011039893,0.010728356,0.010733753,748.329513,748.4506389,541.3277865,541.3615034,0,0,0,0,20.18790363,20.89556326,20.98212666,21.0235821,0.011159529,0.011165492,0.010850914,0.010856459,753.3159851,753.4585537,543.6274661,543.6622802
 04/03  19:20:00,16.83333333,0.006824382,384.0994658,0,18.72990963,20.4854415,20.73278398,20.85313138,0.010726157,0.010729685,0.010425782,0.010430868,735.0376316,735.0765386,534.9490223,534.9791544,0,0,0,0,19.02368973,20.57692938,20.78895686,20.89175072,0.010823443,0.010827594,0.010521295,0.010526484,739.2133749,739.2803059,536.9513846,536.9827296
 04/03  19:30:00,16.65,0.006704865,388.099461,0,17.98432345,20.21941759,20.5670007,20.73818273,0.010442394,0.010443748,0.010146754,0.010151493,723.1093998,723.0520291,529.3225962,529.3485507,0,0,0,0,18.31234017,20.34131441,20.64326725,20.79118049,0.010572839,0.010575219,0.010275055,0.010279956,728.5994616,728.5876959,531.9157576,531.943702
 04/03  19:40:00,16.46666667,0.006587124,390.0994562,0,16.72288626,19.65614733,20.20603765,20.48396489,0.009830712,0.009826667,0.009544364,0.00954825,697.4230437,697.1235244,517.201904,517.2167037,0,0,0,0,17.12779796,19.84589264,20.32854163,20.57060225,0.010037719,0.010035543,0.009748286,0.009752469,706.1064522,705.8909144,521.2964826,521.3152323
 04/03  19:50:00,16.28333333,0.006471137,390.0994514,0,15.97211088,19.15763684,19.87156992,20.24228473,0.009275309,0.009265921,0.008996685,0.008999653,674.2026265,673.6609802,506.2709817,506.2728779,0,0,0,0,16.20628849,19.3259212,19.98525155,20.32474901,0.009463508,0.009455921,0.009182268,0.009185552,682.0699457,681.6100119,509.9747749,509.9811604
 04/03  20:00:00,16.1,0.006356881,386.0994465,0,15.91969931,19.05339729,19.79630017,20.18570516,0.009157971,0.009147517,0.008880947,0.008883673,669.1484771,668.5559463,503.8031877,503.8011786,0,0,0,0,16.00962039,19.16294534,19.87371569,20.24326139,0.009281055,0.009271726,0.009002327,0.009005291,674.4024737,673.862796,506.3407648,506.3424616
 04/03  20:10:00,16.01666667,0.006321742,389.0994416,0,15.75128538,18.83657192,19.63979491,20.06804028,0.008913549,0.008901097,0.008640143,0.00864238,658.7723996,658.086116,498.8463701,498.8368115,0,0,0,0,15.79226872,18.93854074,19.71673888,20.12717228,0.009029142,0.009017503,0.008753925,0.008756416,663.6946334,663.0472808,501.1958277,501.190312
 04/03  20:20:00,15.93333333,0.006286777,390.0994367,0,15.60890124,18.663435,19.51702297,19.97668783,0.008729792,0.008705566,0.008449141,0.008451017,650.6662066,649.8923949,495.05157,495.0367448,0.047860188,0,0,0,32.87564269,18.80146318,19.61532913,20.05002025,0.011956775,0.008861867,0.008601829,0.008603996,657.152748,656.4516043,498.0967188,498.086183
 04/03  20:30:00,15.85,0.006251986,387.0994318,0,15.56000149,18.3789198,19.30977689,19.8202596,0.008459456,0.008380918,0.008132005,0.008133261,637.0482545,636.1006906,488.5788471,488.5545658,0.108552004,0,0,0,50,18.56051556,19.44318259,19.92137543,0.015,0.008588495,0.008334768,0.008336422,645.7993168,644.967697,492.7560725,492.737935
 04/03  20:40:00,15.76666667,0.006217368,386.0994269,0,15.56,18.24472348,19.2087666,19.7428389,0.008337385,0.008228187,0.007982809,0.007983758,630.4543368,629.4547121,485.3955062,485.366257,0.106264323,0,0,0,50,18.35926888,19.29476192,19.80869055,0.015,0.008358884,0.008110481,0.008111691,636.0669322,635.119093,488.0997376,488.0746753
 04/03  20:50:00,15.68333333,0.006182922,387.0994219,0,15.56,18.01727641,19.03358746,19.60698064,0.008133524,0.00796762,0.007728293,0.007728712,619.2400488,618.148618,480.0135742,479.9758292,0.113305171,0,0,0,50,18.14982902,19.13778625,19.68855631,0.015,0.008119526,0.007876661,0.007877395,625.8230636,624.7719287,483.1703842,483.1377291
 04/03  21:00:00,15.6,0.006148647,394.0994169,0,15.56,17.72132017,18.80051306,19.42410681,0.007871038,0.007625105,0.00739377,0.007393494,604.9109659,603.6398538,473.3083704,473.2602314,0.122836307,0,0,0,50,18.01727641,19.03358746,19.60698064,0.015,0.00796762,0.007728293,0.007728712,619.2400488,618.148618,480.0135742,479.9758292
 04/03  21:10:00,15.5,0.006274242,388.0994119,0,15.56,17.62315468,18.72331959,19.36277693,0.007793381,0.00751668,0.007287892,0.007287398,600.2077728,598.9394757,471.0854976,471.0338688,0.130130147,0,0,0,50,17.71321577,18.7941956,19.41901977,0.015,0.007617185,0.00738604,0.007385749,604.5330889,603.2775566,473.1288352,473.0804058
 04/03  21:20:00,15.4,0.006397994,393.0994069,0,15.56,17.44368667,18.58130077,19.24893256,0.007656114,0.007320575,0.007096398,0.007095512,591.9240915,590.6538185,467.2782465,467.2208283,0.137128443,0,0,0,50,17.54119799,18.65876106,19.31162113,0.015,0.007424094,0.007197474,0.007196793,596.2603337,594.9636918,469.2216952,469.1671574
 04/03  21:30:00,15.3,0.006519918,388.0994018,0,15.56,17.1921239,18.37631121,19.08312259,0.007461952,0.007039879,0.006822316,0.006820875,580.0210447,578.6522214,461.67991,461.6139862,0.143888793,0,0,0,50,17.44368667,18.58130077,19.24893256,0.015,0.007320575,0.007096398,0.007095512,591.9240915,590.6538185,467.2782465,467.2208283
 04/03  21:40:00,15.2,0.006640028,388.0993967,0,15.56,16.9242187,18.15030262,18.89776629,0.007257768,0.006736204,0.006525834,0.006523807,567.1045059,565.580696,455.5320479,455.4570208,0.150500784,0,0,0,50,17.1921239,18.37631121,19.08312259,0.015,0.007039879,0.006822316,0.006820875,580.0210447,578.6522214,461.67991,461.6139862
