Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Outdoor CO2 Dummy,OccSim_DummyOccSch,ZONE 1:Zone Mean Air Temperature [C](TimeStep),ZONE 2:Zone Mean Air Temperature [C](TimeStep),ZONE 3:Zone Mean Air Temperature [C](TimeStep),ZONE 4:Zone Mean Air Temperature [C](TimeStep),ZONE 1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 2:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 3:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 4:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ZONE 1:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 2:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 3:Zone Air CO2 Concentration [ppm](TimeStep),ZONE 4:Zone Air CO2 Concentration [ppm](TimeStep) 
 01/12  11:00:00,11.7,0.003524399,386.8937841,0.363636,0.247830962,0.9187859,0.344137785,0.434857368,0.00384784,0.003848958,0.003142668,0.003142754,732.6081301,732.3086937,522.6670038,522.6535292
 01/12  11:10:00,11.88333333,0.003568167,390.8939599,0.363636,0.264246652,0.938214722,0.35510851,0.446272553,0.003895703,0.003896845,0.003163505,0.003163592,745.6478265,745.3256686,527.6867426,527.6719852
 01/12  11:20:00,12.06666667,0.003612418,392.8941357,0.363636,0.280859501,0.95760369,0.365770912,0.457501029,0.003941123,0.003942283,0.003181038,0.003181124,758.2436382,757.8984614,532.0074545,531.9914209
 01/12  11:30:00,12.25,0.003657157,386.8943116,0.181818,0.297668586,0.976993918,0.373724613,0.466912325,0.003977071,0.003985212,0.003187807,0.003187891,770.239493,769.8705416,533.2711543,533.253808
 01/12  11:40:00,12.43333333,0.003702388,384.8944874,0.363636,0.314564912,0.996345423,0.38328405,0.477382332,0.003981974,0.004025715,0.003196928,0.003197009,781.631204,781.2372712,535.3519712,535.3332757
 01/12  11:50:00,12.61666667,0.003748116,387.8946632,0.454545,0.331479069,1.015623608,0.396023291,0.489991438,0.003986888,0.004063908,0.003213356,0.003213437,792.5675602,792.1475808,539.8385671,539.8185262
 01/12  12:00:00,12.8,0.003794346,384.8948391,0.272727,0.348378354,1.034819161,0.407641208,0.501878305,0.003991804,0.004099899,0.003224236,0.003224316,803.0194675,802.572254,542.8441295,542.8227328
 01/12  12:10:00,12.98333333,0.003841711,386.8950149,0.272727,0.316928843,1.041992597,0.418180943,0.513059722,0.003981981,0.004111227,0.003230464,0.003230541,806.1703507,805.6942689,544.4779801,544.4552449
 01/12  12:20:00,13.16666667,0.003889604,383.8951907,0.181818,0.272105996,1.042489947,0.426998069,0.523002854,0.003968308,0.004107688,0.003230503,0.003230575,804.7300105,804.223106,544.0855276,544.0614619
 01/12  12:30:00,13.35,0.00393803,382.8953665,0.181818,0.240329771,1.041939857,0.435211692,0.53240042,0.003958444,0.004099698,0.003227856,0.003227923,801.741791,801.2028713,542.6625528,542.6371757
 01/12  12:40:00,13.53333333,0.003986994,383.8955423,0.181818,0.226366809,1.042806667,0.443634018,0.541786463,0.003953739,0.004092096,0.003225035,0.003225097,798.6954023,798.1246098,541.0119962,540.9853558
 01/12  12:50:00,13.71666667,0.0040365,385.8957181,0.0909091,0.224797229,1.045507887,0.45108529,0.550374858,0.003952612,0.004086032,0.003218506,0.003218562,795.9996665,795.3982704,538.1498561,538.1220315
 01/12  13:00:00,13.9,0.004086555,382.8958939,0.181818,0.229589783,1.049762826,0.459658523,0.559576935,0.003953321,0.004081328,0.003214661,0.003214713,793.5258395,792.8953409,535.9048899,535.8759341
 01/12  13:10:00,14.08333333,0.004119961,391.8960697,0.181818,0.287091882,1.067661935,0.469596602,0.569587183,0.00396994,0.004100547,0.003213249,0.003213297,798.276959,797.6202768,534.5083396,534.4783796
 01/12  13:20:00,14.26666667,0.004153504,390.8962455,0.181818,0.361435957,1.093936856,0.480637816,0.580265395,0.003991519,0.00413401,0.003212921,0.003212966,807.3579928,806.6780192,533.5396215,533.5087532
 01/12  13:30:00,14.45,0.004187182,385.8964213,0.636364,0.425339722,1.122910502,0.499899741,0.596460794,0.004010151,0.004171364,0.003235248,0.003235296,817.5387445,816.8372377,539.2669247,539.2351572
 01/12  13:40:00,14.63333333,0.004220994,386.896597,0.363636,0.4728454,1.151743861,0.519764911,0.613171065,0.004024052,0.004207802,0.003257566,0.003257617,827.4325073,826.7102904,544.9804804,544.9478258
 01/12  13:50:00,14.81666667,0.004254939,391.8967728,0.181818,0.508542831,1.179681289,0.535678706,0.62735134,0.004034527,0.004236042,0.00326641,0.00326646,836.8457136,836.103178,546.8123652,546.7788945
 01/12  14:00:00,15,0.004289014,385.8969486,0.272727,0.538113844,1.206780474,0.550682211,0.641004153,0.004043222,0.004244364,0.003271161,0.003271209,845.6727966,844.9096839,547.3930368,547.3587792
 01/12  14:10:00,14.9,0.004314317,382.8971244,0.272727,0.559894759,1.231754775,0.56522325,0.654407314,0.004048947,0.004251322,0.003277704,0.00327775,853.9535206,853.169221,547.8042578,547.7692263
 01/12  14:20:00,14.8,0.004339114,392.8973001,0.454545,0.573853419,1.253879798,0.581998519,0.669363298,0.004052371,0.004257412,0.003296887,0.003296935,862.0304223,861.2248314,551.2092678,551.1735529
 01/12  14:30:00,14.7,0.00436341,390.8974759,0.545455,0.58182279,1.273068183,0.601075385,0.685935085,0.004054031,0.004262603,0.003329594,0.003329648,869.8493004,869.021825,557.7197158,557.6833601
 01/12  14:40:00,14.6,0.004387209,392.8976516,0.272727,0.585873395,1.289505235,0.616038062,0.699825244,0.004054536,0.00426695,0.003356178,0.003356235,877.4094951,876.5593627,561.5273371,561.4903672
 01/12  14:50:00,14.5,0.004410516,392.8978274,0.272727,0.58748601,1.303433035,0.627397361,0.711335779,0.004054321,0.004270525,0.00337776,0.003377819,884.6816502,883.8079592,563.0144307,562.9768568
 01/12  15:00:00,14.4,0.004433334,382.8980031,0.363636,0.587488404,1.315055445,0.638167943,0.722453037,0.004053631,0.00427339,0.003403062,0.003403125,891.4326084,890.5338127,564.6154219,564.5771752
 01/12  15:10:00,14.31666667,0.004459782,387.8981789,0.181818,0.588257567,1.325105797,0.646007424,0.73158856,0.004053168,0.00427577,0.003421604,0.003421669,897.8679082,896.9432296,564.1061339,564.0672034
 01/12  15:20:00,14.23333333,0.004485801,390.8983546,0.272727,0.590610862,1.334055669,0.653406908,0.740390165,0.004053172,0.004277811,0.003438894,0.00343896,904.1195234,903.168793,563.6731903,563.6336008
 01/12  15:30:00,14.15,0.004511396,385.8985303,0.454545,0.59423236,1.342081664,0.663816359,0.751175029,0.00405355,0.004279567,0.003464725,0.003464794,910.0598368,909.0827051,566.2275679,566.1872925
 01/12  15:40:00,14.06666667,0.004536571,383.8987061,0.272727,0.598525383,1.349282516,0.672958475,0.761094805,0.004054126,0.004281068,0.003486125,0.003486196,915.6591227,914.6553211,567.8575796,567.8165751
 01/12  15:50:00,13.98333333,0.004561327,388.8988818,0.272727,0.603095614,1.355710201,0.680526979,0.76993531,0.004054784,0.00428233,0.003502332,0.003502403,921.0841153,920.0540067,568.4543435,568.4126168
 01/12  16:00:00,13.9,0.004585669,382.8990575,0.363636,0.607696815,1.361415142,0.688601644,0.779080683,0.004055452,0.004283368,0.003519765,0.003519838,926.2038652,925.1474806,569.7583666,569.7158764
 01/12  16:10:00,13.71666667,0.004627303,383.8992332,0.272727,0.61024424,1.36583949,0.695246954,0.787231152,0.004054824,0.004283281,0.003534508,0.003534581,931.0655749,929.9830845,570.3430362,570.2997526
 01/12  16:20:00,13.53333333,0.004667196,388.8994089,0.363636,0.610082817,1.368651896,0.701851796,0.795308715,0.004053397,0.004282695,0.003551957,0.00355203,935.8163956,934.7083414,571.7830646,571.7389985
 01/12  16:30:00,13.35,0.004705378,391.8995846,0.454545,0.607674403,1.369790025,0.709542356,0.80411921,0.004051309,0.004281591,0.003576076,0.003576152,940.4976291,939.364585,575.2485495,575.2037099
 01/12  16:40:00,13.16666667,0.004741879,383.8997604,0.454545,0.60364614,1.369269458,0.717253352,0.81298238,0.004048746,0.004279975,0.00360373,0.003603809,944.8659206,943.707651,579.5645916,579.5188862
 01/12  16:50:00,12.98333333,0.004776732,390.8999361,0.363636,0.598716083,1.367364628,0.722688769,0.820352115,0.004045919,0.004277931,0.003627689,0.003627771,949.1026708,947.9195227,582.7729195,582.7263076
 01/12  17:00:00,12.8,0.004809966,387.9001117,0.363636,0.593300445,1.364322935,0.726144905,0.826389758,0.004042952,0.004275537,0.003648539,0.003648622,953.1445162,951.9366753,584.9997371,584.9521467
 01/12  17:10:00,12.61666667,0.004813075,387.9002874,0.363636,0.517563147,1.342970233,0.728213173,0.831458074,0.004019362,0.004265636,0.003664613,0.003664696,947.016158,945.7819051,586.7588874,586.7102396
 01/12  17:20:00,12.43333333,0.004815354,382.9004631,0.181818,0.421792035,1.311018714,0.726299941,0.83377836,0.003990069,0.004248361,0.003666019,0.003666097,934.6129937,933.3492605,585.5798493,585.5300288
 01/12  17:30:00,12.25,0.004816817,382.9006388,0.363636,0.3440847,1.276597522,0.724660407,0.836165287,0.00396619,0.004225302,0.003665138,0.003665211,920.38255,919.0876252,585.3448134,585.2937237
 01/12  17:40:00,12.06666667,0.004817483,383.9008145,0.0909091,0.291520205,1.243356563,0.719036026,0.835744908,0.003945857,0.00419749,0.003649121,0.003649182,906.461741,905.1363743,582.242781,582.1903635
 01/12  17:50:00,11.88333333,0.004817368,382.9009902,0,0.256431269,1.211987935,0.70906568,0.832213879,0.003924338,0.004165474,0.003617115,0.00361716,893.3377571,891.9844714,575.8991411,575.8453552
 01/12  18:00:00,11.7,0.004816488,392.9011658,0,0.230143475,1.182143011,0.696855514,0.826926086,0.003899123,0.004129582,0.003575768,0.003575792,881.1619463,879.7850392,568.410464,568.3554016
 01/12  18:10:00,11.51666667,0.004856132,392.9013415,0,0.181079595,1.146630822,0.683047248,0.820282353,0.003861539,0.004081947,0.003531827,0.003531829,866.6109506,865.2140546,560.9472422,560.8909763
 01/12  18:20:00,11.33333333,0.004894033,389.9015171,0,0.121188642,1.106722477,0.667689334,0.812301486,0.003817156,0.00402815,0.003488323,0.003488304,850.6576475,849.243216,553.7976068,553.7401403
 01/12  18:30:00,11.15,0.004930222,383.9016928,0,0.06280907,1.064606241,0.65071849,0.802932126,0.003771087,0.003973161,0.00344589,0.003445849,834.4628167,833.0325509,546.8585726,546.7998296
 01/12  18:40:00,10.96666667,0.004964731,392.9018685,0,0.009672251,1.021443847,0.632105467,0.792146998,0.003725525,0.003919065,0.003404321,0.003404258,818.9183736,817.4752162,540.3477882,540.2878479
 01/12  18:50:00,10.78333333,0.00499759,391.9020441,0,-0.039512646,0.977559782,0.611756743,0.779945738,0.003680877,0.003866225,0.00336332,0.003363236,804.1346245,802.6815664,534.1849587,534.1238826
 01/12  19:00:00,10.6,0.005028829,385.9022197,0,-0.086958165,0.932935093,0.589666683,0.766339487,0.003636954,0.003814433,0.003322696,0.00332259,789.892669,788.4320262,528.1610854,528.0988231
 01/12  19:10:00,10.6,0.005028001,382.9023954,0,-0.190733712,0.869014868,0.554540814,0.74336082,0.003559662,0.003725687,0.003255274,0.003255131,767.4291548,765.9599473,519.1474759,519.0832903
 01/12  19:20:00,10.6,0.005027173,387.902571,0,-0.321511905,0.794243543,0.510876263,0.714030627,0.003458061,0.003610875,0.003167154,0.003166962,741.0708607,739.5953192,508.9052568,508.8389769
 01/12  19:30:00,10.6,0.005026345,387.9027466,0,-0.446083687,0.717387198,0.463645629,0.681751025,0.003344952,0.003484669,0.003067973,0.003067723,714.925736,713.4484297,498.8837068,498.8155092
 01/12  19:40:00,10.6,0.005025518,383.9029223,0,-0.544251778,0.642280974,0.415186235,0.648138408,0.003227325,0.003354888,0.002963299,0.002962987,690.5548051,689.0813464,489.4720772,489.4021205
 01/12  19:50:00,10.6,0.005024691,390.9030979,0,-0.620719672,0.57095408,0.366058528,0.613596728,0.003107676,0.003224166,0.002855359,0.002854981,668.6020934,667.1407387,481.1167576,481.0455509
 01/12  20:00:00,10.6,0.005023864,386.9032735,0,-0.685908079,0.501841713,0.316177207,0.578085273,0.002986657,0.003093054,0.002744946,0.002744501,648.5959517,647.1537854,473.4875346,473.415359
 01/12  20:10:00,10.5,0.005017221,387.9034491,0,-0.743278224,0.434888525,0.265962489,0.541899082,0.002869119,0.002966299,0.002637106,0.002636596,630.2795451,628.8629878,466.4981955,466.4253366
 01/12  20:20:00,10.4,0.005010425,392.9036247,0,-0.795000278,0.37012962,0.215658597,0.505568186,0.002757771,0.002846526,0.002534683,0.002534114,613.6812123,612.2966775,460.3032428,460.2302042
 01/12  20:30:00,10.3,0.005003477,388.9038003,0,-0.843049795,0.307422303,0.165317485,0.469222014,0.002653172,0.002734221,0.002438317,0.002437694,598.3884784,597.0401475,454.5765663,454.5035445
 01/12  20:40:00,10.2,0.00499638,384.9039759,0,-0.889017187,0.246503228,0.114892508,0.432816754,0.002554918,0.002628919,0.00234766,0.002346989,584.0879418,582.7782021,449.0722399,448.9991936
 01/12  20:50:00,10.1,0.004989135,384.9041515,0,-0.933964024,0.187089899,0.064323988,0.396282404,0.00246241,0.002529969,0.002262164,0.00226145,570.7942973,569.5252063,443.8654767,443.7924823
 01/12  21:00:00,10,0.004981745,390.9043271,0,-0.978508846,0.128928419,0.01355664,0.359561115,0.002375129,0.002436796,0.002181349,0.002180598,558.7928229,557.5672251,439.2987011,439.2262696
 01/12  21:10:00,9.9,0.005010357,387.9045027,0,-1.019875004,0.07267808,-0.03694086,0.32295612,0.002293233,0.002349517,0.002105419,0.002104636,547.8006611,546.6199131,435.1389156,435.0672776
 01/12  21:20:00,9.8,0.005038317,391.9046783,0,-1.057465254,0.018636258,-0.086054805,0.28664318,0.002216678,0.002268045,0.002034367,0.002033557,537.8619389,536.7273512,431.478429,431.407967
 01/12  21:30:00,9.7,0.005065634,389.9048539,0,-1.092328782,-0.033293982,-0.133713157,0.250650485,0.002145178,0.002192055,0.001967946,0.001967114,528.7397292,527.6515106,428.1245542,428.0554173
 01/12  21:40:00,9.6,0.005092312,389.9050294,0,-1.125746924,-0.083375287,-0.180152661,0.214937827,0.002078351,0.002121129,0.001905805,0.001904956,520.33483,519.2926848,425.0194888,424.9517752
 01/12  21:50:00,9.5,0.005118358,390.905205,0,-1.158581851,-0.131884214,-0.225604705,0.179450901,0.002015814,0.002054848,0.001847592,0.001846731,512.6407052,511.6442126,422.1950343,422.1289097
 01/12  22:00:00,9.4,0.00514378,385.9053806,0,-1.191263116,-0.179059241,-0.270232278,0.144141147,0.001957216,0.00199283,0.001792985,0.001792116,505.3727992,504.4204182,419.400885,419.3361653
 01/12  22:10:00,9.5,0.005154285,385.9055561,0,-1.417154798,-0.283361952,-0.350491657,0.082739339,0.001869381,0.001900349,0.001718269,0.001717398,492.9569141,492.0654571,415.3880758,415.3254479
 01/12  22:20:00,9.6,0.005164668,383.9057317,0,-1.683559602,-0.417444366,-0.450793824,0.005897973,0.001771544,0.001797505,0.001637801,0.00163694,478.3640888,477.5390461,410.8329143,410.7727769
 01/12  22:30:00,9.7,0.005174927,391.9059072,0,-1.885232827,-0.553357611,-0.554536991,-0.074764653,0.001681243,0.001702648,0.001564365,0.001563525,465.2817901,464.5248284,407.2353585,407.1791594
 01/12  22:40:00,9.8,0.005185059,392.9060828,0,-2.011722254,-0.679218597,-0.654268386,-0.15389011,0.001604825,0.001622418,0.001502401,0.001501593,454.6377994,453.9480547,404.6775091,404.6261451
 01/12  22:50:00,9.9,0.005195064,384.9062583,0,-2.092157369,-0.793501257,-0.748573023,-0.230296457,0.001541873,0.001556368,0.001451381,0.001450614,445.3872441,444.7593817,402.1020025,402.0543968
 01/12  23:00:00,10,0.005204939,382.9064339,0,-2.153377974,-0.89818783,-0.838165085,-0.304311558,0.001489935,0.001501914,0.001409315,0.001408595,437.1575168,436.5865894,399.3924674,399.3475569
 01/12  23:10:00,9.9,0.005233705,392.9066094,0,-2.233707962,-1.002044646,-0.92728485,-0.37868902,0.001441688,0.001451584,0.001371586,0.001370911,430.1469801,429.6331609,397.6904248,397.6494738
 01/12  23:20:00,9.8,0.005261848,382.9067849,0,-2.337649638,-1.108829311,-1.018448967,-0.455089622,0.001395275,0.001403429,0.001335524,0.001334887,423.4194149,422.9575537,395.8882373,395.8503524
 01/12  23:30:00,9.7,0.005289373,383.9069605,0,-2.456268281,-1.219152174,-1.112407528,-0.534023068,0.001350739,0.001357429,0.001300258,0.001299653,417.307894,416.8932155,394.0985701,394.0632042
 01/12  23:40:00,9.6,0.005316286,391.907136,0,-2.581342539,-1.332572486,-1.209106019,-0.615467614,0.00130831,0.001313769,0.001265712,0.001265134,412.7066494,412.3380547,393.1693064,393.1376919
 01/12  23:50:00,9.5,0.005342593,391.9073115,0,-2.70895381,-1.448595122,-1.308313382,-0.699279087,0.00126799,0.001272419,0.001231981,0.001231426,409.2725726,408.9475839,392.8180774,392.7907641
 01/12  24:00:00,9.4,0.0053683,382.907487,0,-2.838079618,-1.566901445,-1.409839851,-0.785334976,0.00122962,0.001233186,0.001199116,0.001198581,405.7908451,405.5022143,391.9189469,391.8940841
 01/13  00:10:00,9.4,0.005404888,388.9076625,0,-2.94245487,-1.680256887,-1.509225887,-0.87060536,0.001196028,0.001198889,0.001170164,0.001169651,402.8962682,402.6406764,391.1962331,391.1737546
 01/13  00:20:00,9.4,0.005441479,390.907838,0,-3.01665482,-1.784825769,-1.603928202,-0.953291878,0.001168478,0.001170771,0.001146547,0.001146064,400.7688654,400.5444898,390.9004907,390.8809223
 01/13  00:30:00,9.4,0.005478075,383.9080135,0,-3.069498389,-1.880196087,-1.693412629,-1.032918195,0.001146716,0.001148559,0.001128129,0.001127682,398.5755705,398.377554,390.250016,390.2321029
 01/13  00:40:00,9.4,0.005514676,390.908189,0,-3.11121676,-1.967419776,-1.778049202,-1.109617039,0.001129889,0.001131376,0.001114148,0.00111374,396.9995473,396.8264125,389.9769886,389.9612873
 01/13  00:50:00,9.4,0.00555128,391.9083645,0,-3.148101877,-2.047753926,-1.858386542,-1.183656905,0.001117122,0.001118327,0.001103799,0.001103432,396.0133093,395.8636456,390.0914771,390.07852
 01/13  01:00:00,9.4,0.005587889,382.90854,0,-3.182809165,-2.12223728,-1.934896397,-1.255272327,0.0011077,0.001108681,0.001096432,0.001096106,394.5855116,394.454253,389.589208,389.5771594
 01/13  01:10:00,9.5,0.005552243,385.9087155,0,-3.216064889,-2.191619795,-2.007932956,-1.32463413,0.00110084,0.001101643,0.001091315,0.001091029,393.1796425,393.0640566,388.9631971,388.9515957
 01/13  01:20:00,9.6,0.005515834,383.908891,0,-3.248110979,-2.256493142,-2.077783198,-1.391878244,0.001095985,0.001096645,0.001087938,0.001087689,391.8095154,391.7073918,388.2503664,388.2389293
 01/13  01:30:00,9.7,0.005478652,382.9090664,0,-3.27918595,-2.317372105,-2.144705009,-1.457129429,0.001092771,0.001093317,0.001085976,0.001085762,390.4881538,390.3976807,387.4831545,387.471727
 01/13  01:40:00,9.8,0.005440692,391.9092419,0,-3.309545639,-2.374725797,-2.208936806,-1.520506467,0.001090939,0.001091394,0.001085205,0.001085024,390.0676971,389.990033,387.5333279,387.5238069
 01/13  01:50:00,9.9,0.005401945,390.9094174,0,-3.339398885,-2.428973953,-2.270698117,-1.582121728,0.001090281,0.001090663,0.001085446,0.001085293,390.1143294,390.0490405,387.978489,387.9715272
 01/13  02:00:00,10,0.005362404,386.9095928,0,-3.368884144,-2.480485003,-2.330189329,-1.642080315,0.001090619,0.001090941,0.001086545,0.001086419,389.9387537,389.8832608,388.1379521,388.1324919
 01/13  02:10:00,9.9,0.005439786,384.9097683,0,-3.405331635,-2.53158701,-2.388788025,-1.701293896,0.001091213,0.001091487,0.001087782,0.001087679,389.4007976,389.3524472,387.8810028,387.8758142
 01/13  02:20:00,9.8,0.005515883,390.9099437,0,-3.450362124,-2.583641842,-2.44734141,-1.760336096,0.001091636,0.001091869,0.001088746,0.001088661,389.2452636,389.2040243,387.9636961,387.9594987
 01/13  02:30:00,9.7,0.005590704,390.9101192,0,-3.501575708,-2.636998915,-2.506129915,-1.819410096,0.00109177,0.001091966,0.001089334,0.001089264,389.3859325,389.3515814,388.3062925,388.3035505
 01/13  02:40:00,9.6,0.005664262,389.9102946,0,-3.556118688,-2.691550054,-2.565170239,-1.878544213,0.001091635,0.0010918,0.001089582,0.001089523,389.5383462,389.5098567,388.6289949,388.6274476
 01/13  02:50:00,9.5,0.005736568,389.91047,0,-3.612212219,-2.747096852,-2.624417315,-1.937723546,0.001091281,0.001091419,0.001089549,0.0010895,389.6353694,389.6116545,388.8693558,388.8686201
 01/13  03:00:00,9.4,0.005807632,388.9106455,0,-3.669094049,-2.80347958,-2.683836864,-1.996937912,0.001090746,0.00109086,0.001089284,0.001089242,389.6047733,389.5846985,388.9591098,388.9587001
 01/13  03:10:00,9.5,0.005811286,385.9108209,0,-3.719384547,-2.858657314,-2.742240159,-2.055388666,0.001089479,0.001089572,0.001088243,0.001088205,389.2562423,389.2382967,388.7108629,388.7099354
 01/13  03:20:00,9.6,0.005814679,388.9109963,0,-3.761523544,-2.91155243,-2.79895918,-2.112614488,0.001087218,0.00108729,0.001086169,0.001086132,389.0290271,389.0132163,388.5685624,388.5674332
 01/13  03:30:00,9.7,0.005817807,392.9111717,0,-3.797836024,-2.962003191,-2.853872891,-2.168507844,0.001083986,0.001084037,0.00108309,0.001083052,389.2852446,389.2726298,388.8980203,388.8978255
 01/13  03:40:00,9.8,0.005820667,387.9113472,0,-3.831071585,-3.010267064,-2.907097129,-2.223126095,0.001079922,0.001079954,0.001079153,0.001079112,389.355246,389.3448389,389.0291515,389.0293091
 01/13  03:50:00,9.9,0.005823256,386.9115226,0,-3.862929604,-3.056658644,-2.958796159,-2.276562879,0.001075176,0.00107519,0.001074512,0.001074466,389.1453667,389.1360321,388.8698357,388.8696073
 01/13  04:00:00,10,0.00582557,392.911698,0,-3.894125166,-3.101440693,-3.009113639,-2.328901454,0.00106987,0.001069866,0.001069292,0.001069242,389.332095,389.3247109,389.1004312,389.1007584
 01/13  04:10:00,10,0.005786434,384.9118734,0,-3.937868962,-3.148286773,-3.060306251,-2.381665736,0.001064731,0.001064715,0.001064228,0.001064173,389.0993132,389.0924709,388.9033124,388.9031425
 01/13  04:20:00,10,0.005747316,392.9120488,0,-3.996957464,-3.199183691,-3.113683315,-2.435770663,0.001060128,0.001060102,0.001059689,0.001059633,389.2575516,389.2522074,389.0928615,389.0931438
 01/13  04:30:00,10,0.005708216,383.9122242,0,-4.067054078,-3.254419249,-3.169557842,-2.491476205,0.001056086,0.001056053,0.001055703,0.001055647,388.9328293,388.9274316,388.7929797,388.7925356
 01/13  04:40:00,10,0.005669133,389.9123996,0,-4.143083221,-3.313547686,-3.227791237,-2.548739353,0.00105249,0.001052452,0.001052155,0.001052099,388.8010029,388.7960787,388.6827116,388.6820724
 01/13  04:50:00,10,0.005630068,382.9125749,0,-4.221911271,-3.376010616,-3.288151817,-2.607448037,0.001049208,0.001049166,0.001048915,0.00104886,388.2760581,388.270401,388.1746036,388.1728908
 01/13  05:00:00,10,0.005591021,382.9127503,0,-4.302210131,-3.441347239,-3.350441503,-2.667505146,0.001046138,0.001046094,0.00104588,0.001045827,387.534832,387.5278914,387.4467827,387.4436425
 01/13  05:10:00,10,0.005591021,392.9129257,0,-4.370501708,-3.505721032,-3.412357318,-2.727375009,0.001042758,0.001042711,0.001042529,0.001042477,387.649434,387.6439063,387.5756344,387.5732714
 01/13  05:20:00,10,0.005591021,387.9131011,0,-4.423895426,-3.567015462,-3.472558577,-2.786138264,0.00103881,0.001038759,0.001038603,0.00103855,387.8619044,387.857899,387.8005003,387.7990541
 01/13  05:30:00,10,0.005591021,386.9132764,0,-4.466691993,-3.624841043,-3.530710707,-2.84353547,0.001034278,0.001034221,0.001034088,0.001034033,387.8856307,387.8823591,387.8340152,387.8328964
 01/13  05:40:00,10,0.005591021,387.9134518,0,-4.503940931,-3.679560209,-3.586935218,-2.899611964,0.001029245,0.001029183,0.001029068,0.00102901,387.8664768,387.8636711,387.8229269,387.8219618
 01/13  05:50:00,10,0.005591021,389.9136272,0,-4.53875089,-3.731659623,-3.641448533,-2.954482272,0.001023807,0.00102374,0.00102364,0.001023578,388.0259064,388.0239732,387.989725,387.9892971
 01/13  06:00:00,10,0.005591021,383.9138025,0,-4.572428464,-3.781536722,-3.694434457,-3.008245571,0.00101804,0.001017967,0.00101788,0.001017814,387.7713696,387.7690638,387.7400729,387.7391356
 01/13  06:10:00,10,0.005591021,388.9139779,0,-4.36553866,-3.762790127,-3.704236239,-3.030068567,0.001018727,0.00101866,0.001013455,0.001013387,389.2165361,389.213925,387.6117627,387.6106098
 01/13  06:20:00,10,0.005591021,382.9141532,0,-4.099060347,-3.706692591,-3.689006558,-3.032728423,0.00102304,0.001022983,0.001009769,0.001009698,391.4349801,391.4318106,387.3672792,387.3656511
 01/13  06:30:00,10,0.005591021,388.9143285,0,-3.904859766,-3.645293223,-3.667987732,-3.030047856,0.001027916,0.001027868,0.001006137,0.001006063,393.9967895,393.9932565,387.3100485,387.3084114
 01/13  06:40:00,10,0.005591021,387.9145039,0,-3.803172734,-3.592555058,-3.649926608,-3.028431423,0.00103196,0.001031918,0.001002242,0.001002165,396.4739351,396.4701372,387.3447267,387.3432987
 01/13  06:50:00,10,0.005591021,384.9146792,0,-3.763460008,-3.550733841,-3.636647433,-3.02934638,0.001034891,0.001034854,0.000998024,0.000997944,398.5953524,398.591144,387.2671772,387.265705
 01/13  07:00:00,10,0.005591021,388.9148545,0,-3.753836532,-3.518067773,-3.627518914,-3.03248276,0.001036831,0.001036797,0.000993515,0.000993432,400.5990729,400.5943924,387.2876284,387.2863194
 01/13  07:10:00,10,0.005552907,384.9150298,0,-3.746688217,-3.490146063,-3.621667161,-3.037327371,0.001042928,0.001042899,0.00098908,0.000988995,403.7581509,403.7526628,387.2075203,387.2061548
 01/13  07:20:00,10,0.005514797,385.9152052,0,-3.74255822,-3.46675738,-3.618523408,-3.043562295,0.001051442,0.00105142,0.000984931,0.000984845,407.5436357,407.5369953,387.0975254,387.0960456
 01/13  07:30:00,10,0.005476692,388.9153805,0,-3.743955869,-3.446847955,-3.617402539,-3.050785107,0.001060315,0.0010603,0.000981122,0.000981035,411.4741799,411.4661651,387.1257949,387.1244898
 01/13  07:40:00,10,0.005438591,388.9155558,0,-3.750425314,-3.429373966,-3.617819987,-3.058718518,0.001068583,0.001068574,0.000977633,0.000977546,415.2086027,415.1989117,387.2420549,387.2410894
 01/13  07:50:00,10,0.005400495,389.9157311,0,-3.759811109,-3.413201105,-3.619369112,-3.067128085,0.001076041,0.001076037,0.000974429,0.000974343,418.6765266,418.6648364,387.4272845,387.426766
 01/13  08:00:00,10,0.005362404,382.9159064,0,-3.770353762,-3.3977284,-3.621799259,-3.075875876,0.001082771,0.001082771,0.000971478,0.000971393,421.5491121,421.5346341,387.3181284,387.3174476
 01/13  08:10:00,10.1,0.005411534,385.9160817,0,-3.69649279,-3.361402765,-3.623822491,-3.084113558,0.001126054,0.001126092,0.000969125,0.000969043,435.435067,435.4171397,387.1569922,387.1560546
 01/13  08:20:00,10.2,0.005461058,390.916257,0,-3.593436493,-3.31160128,-3.624621327,-3.091291956,0.001190134,0.001190221,0.000967558,0.000967479,455.7241087,455.7023453,387.2457207,387.2450211
 01/13  08:30:00,10.3,0.00551098,384.9164323,0,-3.505527524,-3.257009886,-3.623874934,-3.097184692,0.00125803,0.001258157,0.000966793,0.00096672,476.8208366,476.7945322,387.2237985,387.2231184
